Gemcitabine Dosage (nM), Replicate, Time (hr), Organoid ID, Masked fluorescence, Area, Circularity
100,5,68,11,2390,1164,0.580548
100,5,68,12,3761,1120,0.744138
100,5,68,21,3100,1042,0.544151
100,5,68,25,1963,1000,0.843680
100,5,68,26,2737,748,0.832520
100,5,68,36,1817,700,0.781308
100,5,68,37,1135,656,0.815874
100,5,68,39,6360,1500,0.687606
100,5,68,44,1335,476,0.812290
100,5,72,1,16106,3664,0.817001
100,5,72,2,6932,1382,0.879314
100,5,72,4,3472,1292,0.696618
100,5,72,6,10735,2584,0.789216
100,5,72,7,18057,5280,0.629847
100,5,72,8,17467,3344,0.813518
100,5,72,9,2561,568,0.796714
100,5,72,11,1924,812,0.494550
100,5,72,12,2853,772,0.611993
100,5,72,25,1725,880,0.811870
100,5,72,26,2198,508,0.776690
100,5,72,36,1739,624,0.690278
100,5,72,37,928,404,0.803947
100,5,72,39,11595,2776,0.620252
100,5,72,44,1365,440,0.790699
100,0,0,1,2302,2986,0.859030
100,0,0,2,2400,2772,0.814467
100,0,0,3,6024,7512,0.863573
100,0,0,4,1810,2212,0.860107
100,0,0,5,1264,1492,0.882759
100,0,0,6,1409,1752,0.850667
100,0,0,7,1218,1532,0.862119
100,0,0,8,1242,1424,0.854616
100,0,0,9,2437,2808,0.868636
100,0,0,10,1022,1172,0.849008
100,0,0,11,1265,1416,0.857300
100,0,0,12,1498,1732,0.859739
100,0,0,13,859,976,0.867250
100,0,0,14,531,664,0.885021
100,0,0,15,826,864,0.842359
100,0,0,16,895,1084,0.881147
100,0,0,17,1230,1460,0.738447
100,0,0,18,343,416,0.892944
100,0,0,19,358,436,0.881498
100,0,0,20,901,1096,0.850778
100,0,0,21,3575,1566,0.625347
100,0,0,22,374,420,0.866943
100,0,4,1,2517,2966,0.870934
100,0,4,2,1597,1788,0.852796
100,0,4,3,6917,7996,0.868568
100,0,4,4,1261,1412,0.790078
100,0,4,5,1684,1912,0.853567
100,0,4,6,1321,1572,0.871060
100,0,4,7,1013,1124,0.856873
100,0,4,9,4025,4420,0.675575
100,0,4,10,1207,1300,0.872287
100,0,4,11,1334,1372,0.827912
100,0,4,12,1683,1808,0.875411
100,0,4,16,758,852,0.879663
100,0,4,17,1203,1340,0.733085
100,0,4,21,3948,1552,0.759643
100,0,4,23,414,436,0.794092
100,0,4,24,362,432,0.879241
100,0,4,25,546,636,0.851083
100,0,4,26,488,488,0.853055
100,0,4,27,531,612,0.878728
100,0,8,1,2689,3082,0.869808
100,0,8,2,1879,2088,0.819467
100,0,8,3,8586,9900,0.857627
100,0,8,5,1044,1144,0.883574
100,0,8,6,1034,1176,0.880640
100,0,8,7,1627,1940,0.860608
100,0,8,8,3978,4288,0.864325
100,0,8,9,1847,2036,0.860237
100,0,8,10,1132,1196,0.891882
100,0,8,11,2031,1884,0.835077
100,0,8,12,1849,1948,0.862380
100,0,8,16,687,752,0.861262
100,0,8,17,1164,1312,0.727087
100,0,8,21,3812,1506,0.766710
100,0,8,23,538,580,0.851307
100,0,8,25,607,696,0.881928
100,0,8,26,935,832,0.869277
100,0,8,27,396,452,0.839272
100,0,8,28,405,464,0.898660
100,0,8,29,390,412,0.888641
100,0,12,1,3313,3550,0.882792
100,0,12,3,9880,10596,0.851760
100,0,12,5,1562,1628,0.843357
100,0,12,6,1815,1944,0.852432
100,0,12,7,1401,1508,0.803827
100,0,12,8,4374,4416,0.848690
100,0,12,9,2146,2200,0.842192
100,0,12,10,1201,1176,0.879095
100,0,12,11,1485,1268,0.812528
100,0,12,12,2261,2192,0.858806
100,0,12,16,986,1040,0.870781
100,0,12,17,1402,1480,0.734508
100,0,12,21,3743,1314,0.704393
100,0,12,23,792,852,0.880948
100,0,12,25,707,764,0.885704
100,0,12,26,1009,884,0.854916
100,0,12,27,1117,1200,0.879030
100,0,12,29,412,408,0.916325
100,0,16,1,2414,2176,0.841850
100,0,16,2,1086,1034,0.807791
100,0,16,3,9672,9460,0.850764
100,0,16,4,4133,4344,0.818943
100,0,16,5,2001,2144,0.843180
100,0,16,6,2189,2204,0.849783
100,0,16,7,1560,1580,0.872346
100,0,16,8,4338,4144,0.845886
100,0,16,9,2325,2424,0.851317
100,0,16,10,1238,1192,0.874576
100,0,16,11,2303,1776,0.826880
100,0,16,12,2224,2084,0.868053
100,0,16,16,1188,1280,0.854883
100,0,16,17,1411,1396,0.772948
100,0,16,21,4619,1474,0.778732
100,0,16,23,906,956,0.863922
100,0,16,25,757,836,0.889623
100,0,16,26,621,676,0.887943
100,0,16,27,716,752,0.878721
100,0,16,28,437,472,0.894047
100,0,16,29,445,444,0.860561
100,0,16,30,413,480,0.717704
100,0,20,1,2576,1996,0.819813
100,0,20,3,9867,6744,0.850298
100,0,20,4,3264,3092,0.682582
100,0,20,5,2341,2412,0.864325
100,0,20,6,2157,2012,0.863312
100,0,20,7,1996,1912,0.857142
100,0,20,8,4943,4228,0.862132
100,0,20,9,2636,2560,0.860836
100,0,20,10,1221,1090,0.858761
100,0,20,11,2723,1612,0.854679
100,0,20,12,2350,1988,0.877198
100,0,20,16,1167,1100,0.870172
100,0,20,17,1966,1720,0.794637
100,0,20,21,4828,1400,0.821514
100,0,20,23,613,616,0.867198
100,0,20,25,721,728,0.872472
100,0,20,26,590,644,0.851670
100,0,20,27,920,840,0.877817
100,0,20,28,428,440,0.905243
100,0,20,31,471,460,0.842779
100,0,24,1,3197,2164,0.870087
100,0,24,3,10715,5900,0.845292
100,0,24,5,2182,2304,0.875167
100,0,24,7,1854,1428,0.879658
100,0,24,8,4238,3232,0.866168
100,0,24,9,2013,1860,0.865050
100,0,24,10,1309,1206,0.890237
100,0,24,11,2464,1652,0.843722
100,0,24,12,2535,1988,0.880059
100,0,24,16,1333,1284,0.836011
100,0,24,17,2579,2008,0.779941
100,0,24,21,4510,1362,0.853485
100,0,24,23,501,488,0.886007
100,0,24,25,822,664,0.856683
100,0,24,26,662,744,0.833254
100,0,24,27,1061,920,0.833887
100,0,28,1,3394,1812,0.878856
100,0,28,3,13653,5488,0.827912
100,0,28,5,2168,2116,0.863510
100,0,28,7,1445,840,0.816248
100,0,28,8,4957,2892,0.861611
100,0,28,9,2441,2056,0.858714
100,0,28,10,1478,1250,0.888165
100,0,28,11,2896,1608,0.775698
100,0,28,12,2935,1896,0.873206
100,0,28,16,1439,1240,0.822491
100,0,28,17,2826,1792,0.824467
100,0,28,21,4930,1518,0.811903
100,0,28,23,610,420,0.827447
100,0,28,25,1089,672,0.866589
100,0,28,26,825,888,0.853979
100,0,28,27,1255,848,0.847044
100,0,32,1,3954,1808,0.854704
100,0,32,3,17613,5820,0.811473
100,0,32,5,1928,1508,0.844473
100,0,32,6,1398,1000,0.806815
100,0,32,7,2428,1204,0.793874
100,0,32,8,5799,2600,0.847321
100,0,32,9,2556,1916,0.853320
100,0,32,10,1519,1206,0.872394
100,0,32,11,3155,1588,0.813740
100,0,32,12,3281,1624,0.863932
100,0,32,16,1480,976,0.805271
100,0,32,17,3061,1616,0.847308
100,0,32,21,4787,1520,0.828724
100,0,32,25,1106,532,0.853493
100,0,32,26,734,748,0.808807
100,0,32,27,1045,568,0.881898
100,0,32,32,1032,616,0.745799
100,0,36,1,4713,1956,0.875312
100,0,36,3,22507,6476,0.813876
100,0,36,5,1922,1344,0.815526
100,0,36,7,1134,464,0.774223
100,0,36,8,7452,2900,0.835194
100,0,36,9,2648,1576,0.824915
100,0,36,10,1622,1238,0.866524
100,0,36,11,4071,1716,0.834634
100,0,36,12,4176,1772,0.843012
100,0,36,16,1961,1052,0.737313
100,0,36,17,3597,1612,0.843322
100,0,36,21,4932,1586,0.823870
100,0,36,23,993,408,0.704570
100,0,36,25,1513,620,0.822744
100,0,36,26,905,856,0.861021
100,0,36,32,1644,860,0.780381
100,0,36,33,726,452,0.862459
100,0,36,34,532,450,0.899978
100,0,40,1,4385,1684,0.882336
100,0,40,3,24934,6316,0.815391
100,0,40,5,2342,1384,0.823293
100,0,40,8,9391,2804,0.835882
100,0,40,9,3326,1548,0.781684
100,0,40,10,1681,1180,0.880589
100,0,40,11,4469,1712,0.827013
100,0,40,12,4289,1540,0.850330
100,0,40,16,2203,940,0.738786
100,0,40,17,3743,1460,0.770615
100,0,40,21,5228,1634,0.815243
100,0,40,23,1239,428,0.728804
100,0,40,25,1643,528,0.855509
100,0,40,26,717,652,0.842362
100,0,40,32,1543,736,0.782704
100,0,40,34,547,426,0.912954
100,0,44,1,4972,1868,0.861028
100,0,44,3,28356,6452,0.824532
100,0,44,5,2105,1080,0.691974
100,0,44,8,11017,2812,0.762166
100,0,44,9,3543,1404,0.769578
100,0,44,10,1715,1168,0.850021
100,0,44,11,4550,1756,0.842323
100,0,44,12,5352,1644,0.829603
100,0,44,16,2793,1096,0.769420
100,0,44,17,3677,1232,0.789010
100,0,44,21,5348,1606,0.826224
100,0,44,25,1484,400,0.811333
100,0,44,26,736,616,0.851018
100,0,44,32,1440,620,0.874190
100,0,44,34,563,416,0.862805
100,0,48,1,5502,2028,0.837569
100,0,48,3,31131,6380,0.820664
100,0,48,5,2026,880,0.588004
100,0,48,8,17615,4652,0.605718
100,0,48,10,1764,1158,0.876052
100,0,48,11,4845,1732,0.817671
100,0,48,12,5534,1536,0.826913
100,0,48,16,2893,1040,0.774008
100,0,48,17,4024,1172,0.766366
100,0,48,21,6033,1892,0.830792
100,0,48,23,1586,456,0.650978
100,0,48,26,895,640,0.830595
100,0,48,34,556,388,0.857981
100,0,52,1,5605,1984,0.843544
100,0,52,3,33834,6760,0.810327
100,0,52,5,3107,1328,0.780098
100,0,52,8,13982,2844,0.808791
100,0,52,9,4837,1652,0.830797
100,0,52,10,1902,1214,0.893185
100,0,52,11,4949,1688,0.821991
100,0,52,12,5925,1508,0.842699
100,0,52,16,2716,908,0.760131
100,0,52,17,2023,544,0.757058
100,0,52,21,6183,1874,0.826830
100,0,52,23,1789,496,0.659564
100,0,52,25,1696,420,0.821963
100,0,52,32,2148,816,0.807617
100,0,56,1,6115,2044,0.823582
100,0,56,3,35954,6748,0.805513
100,0,56,5,3779,1508,0.793762
100,0,56,8,14755,2660,0.794377
100,0,56,9,4927,1556,0.797104
100,0,56,10,2069,1260,0.870646
100,0,56,11,5238,1704,0.819338
100,0,56,12,6256,1440,0.870527
100,0,56,16,2566,792,0.755132
100,0,56,17,1690,440,0.771477
100,0,56,21,5877,1632,0.788286
100,0,56,23,1980,524,0.706421
100,0,56,25,2075,508,0.826868
100,0,56,35,487,432,0.844821
100,0,60,1,5840,2148,0.818032
100,0,60,3,35118,6884,0.820168
100,0,60,5,3735,1560,0.777488
100,0,60,8,13932,2560,0.807365
100,0,60,9,5119,1688,0.821662
100,0,60,10,2053,1292,0.867147
100,0,60,11,5359,1824,0.816793
100,0,60,12,6166,1436,0.823200
100,0,60,16,2791,884,0.788324
100,0,60,17,2995,796,0.494322
100,0,60,21,5811,1692,0.807406
100,0,60,23,1826,476,0.681682
100,0,60,25,1623,412,0.838632
100,0,60,34,610,394,0.889089
100,0,60,36,1958,556,0.653329
100,0,64,1,6079,2136,0.836875
100,0,64,3,37225,6912,0.822228
100,0,64,5,3710,1440,0.803456
100,0,64,7,2954,852,0.588108
100,0,64,8,15710,2672,0.794390
100,0,64,9,4996,1488,0.811888
100,0,64,10,2101,1250,0.873226
100,0,64,11,5350,1760,0.805628
100,0,64,12,7373,1624,0.839421
100,0,64,16,2847,852,0.755598
100,0,64,17,2202,564,0.592395
100,0,64,21,6152,1718,0.805432
100,0,64,23,1872,476,0.701285
100,0,64,25,1632,432,0.852923
100,0,68,1,6276,2192,0.851377
100,0,68,3,36108,6332,0.824329
100,0,68,5,3563,1352,0.668149
100,0,68,8,20436,4216,0.581002
100,0,68,10,2059,1236,0.870835
100,0,68,11,5356,1764,0.804737
100,0,68,12,7224,1680,0.834987
100,0,68,16,2909,888,0.732647
100,0,68,21,5998,1634,0.798628
100,0,68,23,1703,424,0.664368
100,0,68,25,1623,456,0.860498
100,0,72,1,6575,2248,0.858535
100,0,72,3,37236,6316,0.802026
100,0,72,5,3643,1300,0.699700
100,0,72,7,1795,540,0.704853
100,0,72,8,21761,4316,0.572795
100,0,72,10,2150,1272,0.879825
100,0,72,11,5611,1788,0.844354
100,0,72,12,7458,1660,0.832806
100,0,72,16,2866,880,0.765598
100,0,72,17,1929,500,0.687575
100,0,72,21,6327,1654,0.795395
100,0,72,25,1559,408,0.854469
30,1,0,1,3503,3620,0.863809
30,1,0,2,4640,4760,0.824956
30,1,0,3,8763,10232,0.835386
30,1,0,4,2239,2364,0.859951
30,1,0,5,1466,1560,0.840422
30,1,0,6,1648,1788,0.858518
30,1,0,7,4296,4376,0.839096
30,1,0,8,5333,5576,0.855838
30,1,0,9,1140,1440,0.829792
30,1,0,10,1183,1368,0.840790
30,1,0,11,412,464,0.898660
30,1,0,12,689,756,0.885745
30,1,0,13,748,736,0.831220
30,1,0,14,656,676,0.872573
30,1,0,15,1339,1204,0.810464
30,1,0,16,1275,1344,0.878869
30,1,0,17,1155,1144,0.843694
30,1,0,18,1088,1200,0.867674
30,1,0,19,595,472,0.875465
30,1,0,20,536,576,0.825664
30,1,0,21,547,620,0.840310
30,1,0,22,530,600,0.875208
30,1,0,23,490,576,0.817728
30,1,0,24,1458,1560,0.740481
30,1,0,25,1313,1384,0.885861
30,1,0,26,639,752,0.864434
30,1,4,2,4800,4524,0.751858
30,1,4,3,9689,9712,0.850510
30,1,4,4,2795,2760,0.847520
30,1,4,5,1857,1842,0.845984
30,1,4,6,1700,1764,0.776380
30,1,4,7,3679,3268,0.842378
30,1,4,8,7027,5996,0.850407
30,1,4,10,989,1064,0.859541
30,1,4,11,668,712,0.882260
30,1,4,13,966,884,0.854916
30,1,4,14,1258,1156,0.821596
30,1,4,15,1168,980,0.859980
30,1,4,20,512,512,0.872150
30,1,4,21,948,1012,0.858979
30,1,4,22,387,416,0.867091
30,1,4,26,536,624,0.887301
30,1,4,27,490,516,0.877186
30,1,4,28,787,520,0.880580
30,1,4,29,1028,1052,0.854680
30,1,4,30,1414,928,0.787592
30,1,8,1,3687,3528,0.710970
30,1,8,2,4754,4400,0.783220
30,1,8,3,12145,11734,0.855102
30,1,8,4,1380,1380,0.842232
30,1,8,5,1797,1792,0.871529
30,1,8,6,1589,1664,0.859800
30,1,8,7,4486,4344,0.832023
30,1,8,8,8804,7092,0.840300
30,1,8,9,436,532,0.817878
30,1,8,10,976,1048,0.882477
30,1,8,12,479,492,0.875621
30,1,8,13,852,788,0.877084
30,1,8,14,1329,1288,0.849856
30,1,8,15,1957,1672,0.833819
30,1,8,16,1008,996,0.872090
30,1,8,17,1718,1664,0.853494
30,1,8,18,1085,1062,0.869441
30,1,8,21,944,992,0.835092
30,1,8,22,530,564,0.882603
30,1,8,26,551,644,0.856419
30,1,8,27,834,888,0.890484
30,1,8,28,825,656,0.888280
30,1,8,30,734,540,0.854660
30,1,8,31,420,456,0.866267
30,1,12,1,5158,4824,0.723005
30,1,12,2,5682,4996,0.817124
30,1,12,3,15166,13624,0.854348
30,1,12,4,2685,2532,0.833348
30,1,12,5,2012,1900,0.848948
30,1,12,6,2280,2292,0.860369
30,1,12,7,5953,5512,0.848364
30,1,12,8,10536,7756,0.821355
30,1,12,9,461,532,0.778921
30,1,12,10,1417,1368,0.847543
30,1,12,12,752,734,0.864902
30,1,12,13,1032,912,0.881422
30,1,12,14,1365,1220,0.849826
30,1,12,15,2375,1972,0.849745
30,1,12,16,840,792,0.814209
30,1,12,17,1896,1732,0.831497
30,1,12,18,1652,1554,0.876928
30,1,12,21,1648,1632,0.869137
30,1,12,22,591,588,0.875233
30,1,12,25,711,612,0.864378
30,1,12,26,599,660,0.882352
30,1,12,27,869,884,0.892886
30,1,12,28,865,644,0.853055
30,1,16,1,4321,3980,0.751373
30,1,16,2,6777,6114,0.837097
30,1,16,3,17584,15786,0.848419
30,1,16,4,3671,3532,0.853245
30,1,16,5,2667,2484,0.824339
30,1,16,6,1991,2044,0.840553
30,1,16,7,6551,6224,0.857730
30,1,16,8,11760,7884,0.857763
30,1,16,9,454,524,0.739047
30,1,16,10,1857,1816,0.855760
30,1,16,12,752,722,0.900310
30,1,16,13,1089,984,0.866820
30,1,16,14,1608,1456,0.833142
30,1,16,15,2575,2140,0.832799
30,1,16,16,1343,1288,0.839601
30,1,16,17,2265,2096,0.872821
30,1,16,18,819,780,0.835787
30,1,16,21,1783,1788,0.846809
30,1,16,22,649,648,0.855700
30,1,16,25,1513,1360,0.854772
30,1,16,26,588,660,0.842919
30,1,16,27,781,720,0.841459
30,1,16,28,886,584,0.849276
30,1,16,31,466,476,0.858944
30,1,16,32,1028,1076,0.856912
30,1,20,1,5232,4396,0.771955
30,1,20,2,7868,6682,0.859105
30,1,20,3,22406,18538,0.747367
30,1,20,5,2330,2132,0.856914
30,1,20,6,1636,1648,0.854785
30,1,20,7,6884,6222,0.847639
30,1,20,8,13101,7948,0.856006
30,1,20,10,2041,1904,0.844406
30,1,20,12,905,840,0.850014
30,1,20,13,982,868,0.850000
30,1,20,14,1595,1384,0.847945
30,1,20,15,3185,2620,0.839444
30,1,20,16,1197,1108,0.884173
30,1,20,17,2436,2124,0.859806
30,1,20,18,1773,1722,0.858468
30,1,20,21,1554,1480,0.854493
30,1,20,22,837,800,0.857920
30,1,20,26,661,708,0.903617
30,1,20,27,963,872,0.882426
30,1,20,28,717,504,0.851557
30,1,20,30,650,428,0.795305
30,1,20,31,455,456,0.837514
30,1,20,32,989,1000,0.858825
30,1,24,1,5843,5112,0.771863
30,1,24,2,6848,5708,0.825676
30,1,24,3,19642,15338,0.838277
30,1,24,4,3109,2868,0.838300
30,1,24,5,1759,1544,0.853966
30,1,24,6,2206,2320,0.853372
30,1,24,7,6541,6146,0.835716
30,1,24,8,13108,7632,0.866165
30,1,24,10,2473,2024,0.871425
30,1,24,12,978,942,0.860382
30,1,24,13,1048,984,0.873630
30,1,24,14,2017,1732,0.858880
30,1,24,15,3187,2776,0.853190
30,1,24,16,1532,1508,0.856252
30,1,24,17,3229,2772,0.806821
30,1,24,18,1361,1358,0.806319
30,1,24,19,1344,1124,0.856873
30,1,24,21,2055,2004,0.834853
30,1,24,22,897,888,0.856848
30,1,24,25,676,588,0.808769
30,1,24,26,451,440,0.911745
30,1,24,27,863,772,0.866823
30,1,24,28,887,624,0.892540
30,1,24,33,508,496,0.887359
30,1,28,1,5308,3940,0.846108
30,1,28,2,6424,4320,0.807218
30,1,28,3,21477,15062,0.851560
30,1,28,4,3138,2792,0.847513
30,1,28,5,2023,1704,0.867053
30,1,28,6,2204,2040,0.848632
30,1,28,7,6898,6254,0.857429
30,1,28,8,14901,7648,0.857311
30,1,28,10,3264,2352,0.848274
30,1,28,12,852,782,0.848213
30,1,28,13,891,696,0.894456
30,1,28,14,1869,1540,0.886799
30,1,28,15,2622,2000,0.869025
30,1,28,16,1371,1208,0.840855
30,1,28,17,3605,2632,0.792201
30,1,28,18,1802,1744,0.841076
30,1,28,22,756,680,0.866943
30,1,28,25,1013,848,0.827831
30,1,28,26,521,444,0.835666
30,1,28,27,891,716,0.847906
30,1,28,28,439,428,0.892814
30,1,28,30,1071,504,0.820692
30,1,28,32,712,724,0.827378
30,1,28,33,506,468,0.871747
30,1,28,34,1053,688,0.795602
30,1,32,1,6089,4144,0.769098
30,1,32,2,5785,3112,0.802582
30,1,32,3,22788,13876,0.837006
30,1,32,4,3090,2658,0.855629
30,1,32,5,2325,1820,0.840115
30,1,32,6,2089,1692,0.830061
30,1,32,7,6847,6288,0.832618
30,1,32,8,16072,7172,0.859893
30,1,32,10,1941,1468,0.810743
30,1,32,12,965,884,0.882315
30,1,32,13,846,656,0.859568
30,1,32,14,1829,1412,0.854204
30,1,32,15,2737,2204,0.835942
30,1,32,16,1457,1324,0.846625
30,1,32,17,2967,1732,0.837024
30,1,32,18,1934,1792,0.865639
30,1,32,19,987,612,0.840934
30,1,32,21,1557,1324,0.847020
30,1,32,22,632,476,0.824537
30,1,32,27,638,404,0.854494
30,1,32,30,1755,700,0.874794
30,1,32,31,453,436,0.848723
30,1,32,32,804,816,0.829257
30,1,36,1,6334,3304,0.758984
30,1,36,2,6472,2908,0.849028
30,1,36,3,23378,10936,0.825328
30,1,36,4,3184,2940,0.836410
30,1,36,5,3145,1928,0.821709
30,1,36,6,1862,1296,0.834417
30,1,36,7,7348,6888,0.864558
30,1,36,8,16744,6904,0.846514
30,1,36,10,2555,1712,0.872113
30,1,36,14,1160,716,0.801926
30,1,36,15,2346,1848,0.842675
30,1,36,16,1371,1184,0.853767
30,1,36,17,2718,1320,0.875471
30,1,36,18,1724,1552,0.873154
30,1,36,19,1463,960,0.846848
30,1,36,21,630,496,0.791079
30,1,36,22,1173,644,0.846973
30,1,36,24,1838,1012,0.704007
30,1,36,30,1478,460,0.791634
30,1,36,32,849,824,0.784574
30,1,36,33,520,472,0.857639
30,1,40,1,7833,3400,0.746996
30,1,40,2,9240,3896,0.803443
30,1,40,3,27229,9554,0.829087
30,1,40,4,3699,2860,0.831805
30,1,40,5,3202,1380,0.702609
30,1,40,6,1908,1248,0.771340
30,1,40,7,4273,2938,0.808218
30,1,40,8,17689,5516,0.798101
30,1,40,10,2022,1340,0.816434
30,1,40,14,2017,1064,0.827300
30,1,40,15,2295,1800,0.851982
30,1,40,16,994,840,0.829427
30,1,40,18,2246,1860,0.866558
30,1,40,19,1056,636,0.864723
30,1,40,24,4666,1932,0.848673
30,1,40,30,997,440,0.881185
30,1,40,33,503,436,0.877171
30,1,44,1,9079,3464,0.788386
30,1,44,2,11204,4256,0.848770
30,1,44,3,35495,10202,0.752277
30,1,44,4,2358,1902,0.845082
30,1,44,5,4907,1660,0.813244
30,1,44,6,2258,1348,0.784325
30,1,44,7,4983,3548,0.848062
30,1,44,8,20653,5708,0.781321
30,1,44,10,1816,1208,0.784200
30,1,44,14,1683,756,0.798188
30,1,44,15,2769,2104,0.864063
30,1,44,16,1500,1104,0.867989
30,1,44,18,2285,1640,0.878807
30,1,44,19,1464,876,0.866807
30,1,44,27,1103,400,0.830337
30,1,44,33,554,468,0.875871
30,1,48,1,8794,2600,0.814538
30,1,48,2,11907,3784,0.836643
30,1,48,3,44986,11728,0.788072
30,1,48,5,5998,1628,0.774530
30,1,48,6,2509,1580,0.812020
30,1,48,7,4634,2774,0.830764
30,1,48,8,25369,6172,0.730311
30,1,48,10,1930,1204,0.801187
30,1,48,14,1918,724,0.759867
30,1,48,15,2422,1592,0.863661
30,1,48,16,1544,940,0.869189
30,1,48,17,2152,584,0.681524
30,1,48,18,2405,1530,0.843659
30,1,48,19,1261,592,0.839029
30,1,48,32,1246,952,0.837960
30,1,48,35,554,424,0.869282
30,1,52,1,7313,2264,0.809655
30,1,52,2,13639,3928,0.821438
30,1,52,3,50229,11970,0.732196
30,1,52,5,4958,1192,0.578210
30,1,52,6,2686,1532,0.781261
30,1,52,7,5245,2190,0.832565
30,1,52,8,29050,6480,0.720302
30,1,52,10,1434,844,0.746590
30,1,52,14,1449,504,0.767972
30,1,52,15,2781,1676,0.852754
30,1,52,16,1581,872,0.845078
30,1,52,17,2079,528,0.677594
30,1,52,18,2609,1478,0.872979
30,1,52,32,1013,740,0.857509
30,1,52,35,634,382,0.883904
30,1,56,1,11300,2940,0.815946
30,1,56,2,14458,3636,0.789108
30,1,56,3,56733,11312,0.736332
30,1,56,5,5498,1176,0.637571
30,1,56,6,2987,1692,0.817559
30,1,56,7,4641,1532,0.811348
30,1,56,8,32268,6472,0.667081
30,1,56,10,1810,984,0.772534
30,1,56,14,1643,536,0.780040
30,1,56,15,3527,1892,0.847958
30,1,56,16,2268,1264,0.787986
30,1,56,18,3037,1526,0.850764
30,1,56,19,2028,828,0.855649
30,1,56,32,1258,876,0.868037
30,1,60,1,10420,2740,0.722547
30,1,60,2,14353,3726,0.652190
30,1,60,3,58729,12068,0.737734
30,1,60,5,3130,776,0.659344
30,1,60,6,2000,1060,0.711624
30,1,60,7,6772,2186,0.810480
30,1,60,8,20013,3748,0.770099
30,1,60,14,2000,708,0.589479
30,1,60,15,3367,1744,0.828569
30,1,60,16,1550,808,0.837726
30,1,60,18,3125,1562,0.869592
30,1,60,19,2071,844,0.791943
30,1,64,1,10765,2632,0.615008
30,1,64,2,17502,4306,0.723836
30,1,64,3,56858,9390,0.769493
30,1,64,5,2444,620,0.629975
30,1,64,6,3177,1616,0.835666
30,1,64,7,8418,2260,0.766074
30,1,64,15,2805,1324,0.844330
30,1,64,18,2912,1316,0.888111
30,1,64,36,2741,452,0.806432
30,1,68,1,12070,2940,0.779002
30,1,68,2,18524,4564,0.742335
30,1,68,3,57252,9520,0.775274
30,1,68,5,2366,560,0.695020
30,1,68,6,2832,1412,0.763678
30,1,68,7,9075,2098,0.786308
30,1,68,8,4268,1076,0.678318
30,1,68,10,2586,992,0.568700
30,1,68,14,1996,676,0.754775
30,1,68,15,3103,1436,0.821115
30,1,68,16,1569,728,0.837441
30,1,68,18,3052,1316,0.845805
30,1,72,1,12559,2964,0.792361
30,1,72,2,17247,3772,0.797338
30,1,72,3,50865,7806,0.727675
30,1,72,6,2585,1248,0.661107
30,1,72,7,9383,2034,0.837741
30,1,72,8,13128,2760,0.570203
30,1,72,10,2501,892,0.578505
30,1,72,14,1568,536,0.770935
30,1,72,15,3188,1416,0.840174
30,1,72,16,1767,748,0.812779
30,1,72,18,3179,1272,0.834762
30,1,72,35,780,406,0.875811
30,2,0,1,1983,2260,0.861578
30,2,0,2,5187,5104,0.836351
30,2,0,3,4740,5720,0.783250
30,2,0,4,2989,2910,0.853379
30,2,0,5,1169,1428,0.886478
30,2,0,6,757,904,0.846772
30,2,0,7,2157,2636,0.862933
30,2,0,8,5391,6396,0.742777
30,2,0,9,1659,2012,0.858650
30,2,0,10,1869,2288,0.853804
30,2,0,11,915,1084,0.872957
30,2,0,12,885,1232,0.860918
30,2,0,13,1059,1288,0.885341
30,2,0,14,1208,1488,0.850555
30,2,0,15,2797,3292,0.846924
30,2,0,16,4577,5856,0.868160
30,2,0,17,6386,5952,0.831819
30,2,0,18,1991,2644,0.852121
30,2,0,19,1067,1100,0.842642
30,2,0,20,629,844,0.868143
30,2,0,21,1169,1400,0.877744
30,2,0,22,666,788,0.868120
30,2,0,23,419,528,0.859247
30,2,0,24,2266,2600,0.856323
30,2,0,25,363,412,0.834603
30,2,0,26,751,856,0.844104
30,2,0,27,558,760,0.878730
30,2,0,28,744,912,0.847721
30,2,0,29,1146,1252,0.841187
30,2,0,30,885,920,0.663960
30,2,0,31,1340,1156,0.795043
30,2,0,32,374,484,0.864485
30,2,0,33,681,672,0.857119
30,2,0,34,686,804,0.838537
30,2,0,35,454,484,0.882369
30,2,0,36,293,416,0.814223
30,2,0,37,967,572,0.829461
30,2,0,38,1319,1688,0.832529
30,2,0,39,1203,1216,0.846026
30,2,0,40,5270,5632,0.830325
30,2,0,41,693,948,0.711256
30,2,4,1,1482,1636,0.864057
30,2,4,2,5621,4740,0.820257
30,2,4,3,5532,6096,0.769135
30,2,4,4,3002,2480,0.841970
30,2,4,5,1801,2092,0.856720
30,2,4,6,674,792,0.879307
30,2,4,7,1989,2356,0.869715
30,2,4,8,4002,4492,0.676512
30,2,4,9,1603,1840,0.877156
30,2,4,10,2428,2856,0.869651
30,2,4,11,1074,1226,0.864802
30,2,4,12,915,1252,0.890407
30,2,4,13,1773,2060,0.847836
30,2,4,15,2217,2568,0.684348
30,2,4,16,5175,6348,0.859865
30,2,4,17,6116,5856,0.840159
30,2,4,18,3013,3688,0.754766
30,2,4,21,1195,1320,0.875471
30,2,4,22,858,932,0.882522
30,2,4,24,3146,3324,0.848960
30,2,4,25,1298,1356,0.870591
30,2,4,27,954,1284,0.865888
