Gemcitabine Dosage (nM), Replicate, Time (hr), Organoid ID, Masked fluorescence, Area, Circularity
0,4,12,1,2664,3148,0.855207
0,4,12,2,1341,1700,0.877698
0,4,12,3,2070,2272,0.859158
0,4,12,4,3136,3004,0.871610
0,4,12,5,997,964,0.861902
0,4,12,6,9547,8156,0.787013
0,4,12,7,1360,1004,0.860541
0,4,12,8,4109,3264,0.724867
0,4,12,9,5050,4416,0.841159
0,4,12,10,3917,2732,0.853810
0,4,12,11,4175,4044,0.874056
0,4,12,12,8362,5320,0.860727
0,4,12,13,1578,1856,0.785199
0,4,12,14,5407,5064,0.818056
0,4,12,15,629,764,0.885704
0,4,12,16,4691,4532,0.843615
0,4,12,17,2482,3008,0.847795
0,4,12,18,718,820,0.885571
0,4,12,19,560,560,0.902305
0,4,12,20,1745,2052,0.852997
0,4,12,21,2211,2212,0.858588
0,4,12,22,902,852,0.846163
0,4,12,23,663,550,0.886315
0,4,12,24,729,676,0.872573
0,4,12,25,3834,3628,0.752708
0,4,12,26,1046,988,0.785403
0,4,12,27,2603,2264,0.802769
0,4,12,28,302,408,0.824936
0,4,12,29,814,900,0.858539
0,4,12,31,558,600,0.857913
0,4,12,33,402,452,0.803482
0,4,12,34,427,416,0.867091
0,4,12,35,538,620,0.891856
0,4,16,1,2961,3528,0.879161
0,4,16,2,1981,2364,0.844836
0,4,16,3,2142,2344,0.857774
0,4,16,4,3027,2836,0.860060
0,4,16,5,1306,1272,0.852207
0,4,16,6,10240,8376,0.796607
0,4,16,7,1675,1320,0.858956
0,4,16,8,3066,2520,0.869467
0,4,16,9,6116,5452,0.852925
0,4,16,10,3419,2360,0.856719
0,4,16,11,3967,3736,0.875463
0,4,16,12,7825,4100,0.733805
0,4,16,13,1909,2260,0.775439
0,4,16,14,10473,9840,0.612246
0,4,16,15,794,972,0.839184
0,4,16,17,2730,3320,0.863410
0,4,16,18,1122,1296,0.880904
0,4,16,19,556,548,0.832945
0,4,16,20,2572,3048,0.851239
0,4,16,21,2071,2060,0.860337
0,4,16,22,527,488,0.831195
0,4,16,23,691,554,0.845984
0,4,16,24,1219,1176,0.872783
0,4,16,25,4594,4292,0.759772
0,4,16,26,897,864,0.882727
0,4,16,27,3062,2740,0.806380
0,4,16,29,611,692,0.829232
0,4,16,31,486,520,0.902631
0,4,16,32,729,504,0.853774
0,4,16,34,411,408,0.888864
0,4,16,36,609,640,0.853755
0,4,20,1,2465,2676,0.862271
0,4,20,2,2280,2636,0.866629
0,4,20,3,1924,1948,0.871160
0,4,20,4,3184,2788,0.866224
0,4,20,5,1958,1812,0.857663
0,4,20,6,11381,8328,0.802059
0,4,20,7,2146,1668,0.863842
0,4,20,8,4113,2944,0.862198
0,4,20,9,7409,6188,0.851367
0,4,20,10,4570,2972,0.871141
0,4,20,11,3567,2964,0.862856
0,4,20,12,10298,4888,0.862359
0,4,20,13,1930,2152,0.794111
0,4,20,14,6600,5800,0.857568
0,4,20,15,1271,1468,0.839598
0,4,20,16,2006,1948,0.540504
0,4,20,17,3416,3872,0.852528
0,4,20,18,1537,1740,0.868370
0,4,20,19,694,664,0.861415
0,4,20,20,2745,3048,0.855599
0,4,20,21,2310,2116,0.856319
0,4,20,22,966,868,0.880399
0,4,20,23,1077,826,0.848215
0,4,20,24,1628,1504,0.857325
0,4,20,25,6212,5540,0.779874
0,4,20,26,1137,1048,0.871374
0,4,20,27,1391,1216,0.574732
0,4,20,29,895,948,0.844235
0,4,20,30,418,480,0.878715
0,4,20,31,565,556,0.899077
0,4,20,32,970,636,0.782253
0,4,20,34,468,444,0.915880
0,4,20,36,684,680,0.895621
0,4,24,1,3132,3568,0.854714
0,4,24,2,2703,3140,0.843497
0,4,24,3,1889,1928,0.857131
0,4,24,4,2762,2416,0.863266
0,4,24,5,1759,1704,0.855683
0,4,24,6,10611,7588,0.779455
0,4,24,7,1744,1336,0.864147
0,4,24,8,5071,3592,0.647351
0,4,24,9,9072,7888,0.849352
0,4,24,10,4270,2864,0.877543
0,4,24,11,4656,4128,0.872123
0,4,24,12,10848,5312,0.857714
0,4,24,13,1960,2212,0.786124
0,4,24,14,12845,11580,0.632791
0,4,24,15,1303,1520,0.862796
0,4,24,17,3385,3980,0.842112
0,4,24,18,1315,1488,0.878258
0,4,24,19,749,740,0.832242
0,4,24,20,2222,2488,0.836036
0,4,24,21,2186,2016,0.856465
0,4,24,22,1052,940,0.866319
0,4,24,23,1185,886,0.867035
0,4,24,24,1518,1452,0.812830
0,4,24,25,6329,5740,0.774180
0,4,24,26,1164,1100,0.822515
0,4,24,27,2521,2236,0.737612
0,4,24,28,369,476,0.846320
0,4,24,29,783,848,0.861176
0,4,24,30,393,456,0.866267
0,4,24,31,482,476,0.903974
0,4,24,33,712,792,0.805381
0,4,24,34,548,536,0.844233
0,4,24,36,640,640,0.853755
0,4,24,37,465,408,0.856950
0,4,28,1,3516,3908,0.855680
0,4,28,2,2245,2452,0.827673
0,4,28,3,2192,2208,0.861934
0,4,28,4,3653,3192,0.875192
0,4,28,5,1600,1472,0.866607
0,4,28,6,11863,7460,0.787041
0,4,28,7,2004,1536,0.864165
0,4,28,8,3998,2896,0.853555
0,4,28,9,9950,8212,0.847002
0,4,28,10,4224,2608,0.881562
0,4,28,11,4690,3868,0.868878
0,4,28,12,12271,5532,0.860322
0,4,28,13,1790,1916,0.774854
0,4,28,14,11793,10006,0.619328
0,4,28,15,1157,1320,0.870987
0,4,28,17,3734,4226,0.864492
0,4,28,18,811,832,0.808589
0,4,28,19,589,556,0.832084
0,4,28,20,2345,2524,0.862452
0,4,28,21,1928,1692,0.865239
0,4,28,22,1007,852,0.872247
0,4,28,23,1024,690,0.861863
0,4,28,24,1592,1476,0.866836
0,4,28,25,7212,6348,0.781301
0,4,28,26,863,704,0.836391
0,4,28,27,2623,2176,0.797752
0,4,28,29,399,400,0.881985
0,4,28,30,364,404,0.854494
0,4,28,31,685,668,0.882673
0,4,28,34,651,612,0.889166
0,4,28,35,368,382,0.825106
0,4,32,1,4591,5120,0.857277
0,4,32,2,2473,2628,0.845586
0,4,32,3,2879,2916,0.836867
0,4,32,4,3879,3304,0.865244
0,4,32,5,2070,1904,0.861265
0,4,32,6,11737,6856,0.802074
0,4,32,7,1905,1336,0.864147
0,4,32,8,6303,4356,0.742448
0,4,32,9,10278,8272,0.859152
0,4,32,10,6188,3860,0.871067
0,4,32,11,5266,4220,0.860649
0,4,32,12,14552,6224,0.863481
0,4,32,13,2059,2220,0.796883
0,4,32,14,8616,7276,0.807029
0,4,32,15,1682,1848,0.876100
0,4,32,16,9249,8682,0.737237
0,4,32,17,4543,5036,0.843736
0,4,32,19,765,712,0.798525
0,4,32,20,2943,3164,0.846459
0,4,32,21,2182,1808,0.872443
0,4,32,22,1021,816,0.824146
0,4,32,23,1033,662,0.895964
0,4,32,24,1807,1684,0.864952
0,4,32,25,8320,7108,0.794534
0,4,32,26,1353,1016,0.857968
0,4,32,27,2732,2164,0.786391
0,4,32,28,344,416,0.838644
0,4,32,29,767,752,0.845004
0,4,32,30,445,496,0.891510
0,4,32,31,864,824,0.870693
0,4,32,33,583,616,0.750163
0,4,32,34,770,724,0.871436
0,4,32,37,561,440,0.845267
0,4,36,1,4958,5600,0.847655
0,4,36,3,2702,2760,0.851672
0,4,36,4,4148,3600,0.871401
0,4,36,5,2358,2212,0.856760
0,4,36,6,12205,6928,0.782452
0,4,36,7,2221,1640,0.853577
0,4,36,8,4758,3388,0.855013
0,4,36,9,10006,8132,0.853182
0,4,36,10,6455,4092,0.885159
0,4,36,11,5690,4504,0.844715
0,4,36,12,13680,5428,0.865838
0,4,36,13,2134,2320,0.852213
0,4,36,14,9027,7440,0.823198
0,4,36,15,1624,1740,0.829074
0,4,36,16,10004,9414,0.738749
0,4,36,17,4312,4806,0.847972
0,4,36,19,785,740,0.772258
0,4,36,20,3927,4236,0.781955
0,4,36,21,1604,1048,0.848278
0,4,36,22,975,768,0.815082
0,4,36,23,1398,958,0.872886
0,4,36,24,1649,1544,0.878670
0,4,36,25,9178,7740,0.793600
0,4,36,26,1509,1040,0.837343
0,4,36,27,2540,2096,0.782950
0,4,36,29,536,528,0.860805
0,4,36,30,397,436,0.875391
0,4,36,31,785,736,0.873950
0,4,36,32,725,444,0.813689
0,4,36,33,1084,1160,0.847105
0,4,36,34,823,784,0.897223
0,4,36,36,751,724,0.830362
0,4,36,37,632,520,0.852713
0,4,40,1,5069,5568,0.842999
0,4,40,2,2799,2924,0.825690
0,4,40,3,2638,2620,0.849208
0,4,40,4,4702,3988,0.857206
0,4,40,5,1853,1644,0.872326
0,4,40,6,14628,8208,0.811522
0,4,40,7,2087,1572,0.861300
0,4,40,8,6051,3956,0.640523
0,4,40,9,10915,8768,0.858806
0,4,40,10,6219,3892,0.864994
0,4,40,11,6052,4572,0.870360
0,4,40,12,13246,4784,0.869736
0,4,40,13,2267,2436,0.826860
0,4,40,14,8652,6576,0.820871
0,4,40,15,1962,2100,0.847100
0,4,40,16,9584,8524,0.689880
0,4,40,17,4534,4842,0.869354
0,4,40,19,845,784,0.797531
0,4,40,20,4008,4132,0.731027
0,4,40,22,1266,976,0.838273
0,4,40,23,1550,1052,0.865338
0,4,40,24,1659,1552,0.852742
0,4,40,25,10225,8280,0.809458
0,4,40,26,1761,1024,0.838509
0,4,40,27,1924,1552,0.760941
0,4,40,28,355,436,0.843060
0,4,40,29,1010,1028,0.861897
0,4,40,30,523,588,0.870044
0,4,40,31,1003,920,0.863940
0,4,40,34,801,756,0.863549
0,4,40,36,1107,1072,0.862766
0,4,40,37,743,600,0.849520
0,4,40,38,2111,2036,0.810485
0,4,40,39,1325,1202,0.867345
0,4,44,1,5031,5480,0.857228
0,4,44,2,2620,2744,0.807674
0,4,44,3,2783,2744,0.839926
0,4,44,4,5332,4504,0.856356
0,4,44,5,2018,1808,0.880890
0,4,44,6,16816,8276,0.641229
0,4,44,7,2241,1724,0.857751
0,4,44,8,4989,3308,0.834242
0,4,44,9,10846,8608,0.851847
0,4,44,10,6796,4100,0.874709
0,4,44,11,5852,4180,0.855236
0,4,44,12,14138,5152,0.851034
0,4,44,13,2213,2312,0.825036
0,4,44,14,9733,7100,0.825080
0,4,44,15,2154,2352,0.849291
0,4,44,16,10453,9432,0.726329
0,4,44,17,4906,5158,0.881212
0,4,44,19,1036,972,0.733870
0,4,44,20,4237,4420,0.743568
0,4,44,22,1355,1036,0.862535
0,4,44,23,1438,970,0.874262
0,4,44,24,1948,1888,0.874259
0,4,44,25,11678,9432,0.816323
0,4,44,26,1545,960,0.858958
0,4,44,27,834,656,0.618915
0,4,44,29,1163,1196,0.848246
0,4,44,30,644,732,0.894566
0,4,44,31,1049,892,0.871704
0,4,44,32,1240,768,0.833958
0,4,44,33,454,480,0.798914
0,4,44,34,1027,952,0.827902
0,4,44,36,1024,1008,0.845504
0,4,44,37,812,672,0.797112
0,4,44,38,1234,1140,0.526512
0,4,44,39,534,470,0.753141
0,4,44,40,417,496,0.470098
0,4,48,1,5109,5408,0.851578
0,4,48,2,2784,2856,0.810271
0,4,48,3,2729,2612,0.849557
0,4,48,4,5081,3972,0.850092
0,4,48,5,2127,1872,0.870546
0,4,48,6,17129,7844,0.808051
0,4,48,7,2235,1664,0.859800
0,4,48,8,4959,3368,0.832382
0,4,48,9,11977,9252,0.859044
0,4,48,10,5817,3236,0.857177
0,4,48,11,6218,4228,0.858257
0,4,48,12,15060,5176,0.855180
0,4,48,13,2418,2544,0.833845
0,4,48,14,9438,6332,0.852957
0,4,48,15,2122,2292,0.840107
0,4,48,16,10963,9436,0.746854
0,4,48,17,4826,5052,0.832844
0,4,48,19,999,900,0.704561
0,4,48,20,3874,4148,0.837186
0,4,48,22,1608,1244,0.856717
0,4,48,23,1637,1020,0.872911
0,4,48,24,2208,2116,0.856319
0,4,48,25,12136,9360,0.792714
0,4,48,26,1672,1016,0.835227
0,4,48,27,575,412,0.762920
0,4,48,29,1178,1176,0.856447
0,4,48,30,643,708,0.874998
0,4,48,31,941,740,0.857509
0,4,48,32,1172,664,0.799784
0,4,48,34,887,812,0.881240
0,4,48,36,980,948,0.861465
0,4,48,37,774,648,0.854311
0,4,48,41,2128,1348,0.774984
0,4,52,1,5240,5452,0.856194
0,4,52,2,3108,3148,0.812106
0,4,52,3,2609,2408,0.871519
0,4,52,4,4619,3420,0.861132
0,4,52,5,2397,2104,0.857618
0,4,52,6,18664,8556,0.797152
0,4,52,7,2449,1816,0.863166
0,4,52,8,6994,4524,0.663665
0,4,52,9,13274,10240,0.863176
0,4,52,10,5964,3188,0.875300
0,4,52,11,6814,4448,0.849749
0,4,52,12,15674,5180,0.849811
0,4,52,13,2835,2996,0.808191
0,4,52,14,9821,6680,0.826359
0,4,52,15,2132,2260,0.818706
0,4,52,16,11486,9676,0.780948
0,4,52,17,5144,5272,0.855167
0,4,52,19,1034,904,0.649171
0,4,52,20,4271,4568,0.845720
0,4,52,22,1449,1016,0.827625
0,4,52,23,1934,1184,0.868003
0,4,52,24,2346,2236,0.874883
0,4,52,25,13053,9420,0.816938
0,4,52,26,1939,1180,0.868034
0,4,52,28,458,512,0.816714
0,4,52,29,779,736,0.835966
0,4,52,30,716,784,0.859700
0,4,52,31,836,640,0.898605
0,4,52,34,826,744,0.850958
0,4,52,36,886,868,0.889181
0,4,52,37,858,704,0.875888
0,4,52,38,1598,1332,0.758690
0,4,52,39,1092,676,0.812365
0,4,52,41,1893,1236,0.808678
0,4,52,42,958,880,0.741234
0,4,56,1,5536,5584,0.856927
0,4,56,2,3051,2868,0.846819
0,4,56,3,3015,2572,0.849343
0,4,56,4,5105,3576,0.854835
0,4,56,5,2263,1840,0.857373
0,4,56,6,17073,6728,0.723507
0,4,56,7,2669,1848,0.864948
0,4,56,8,8378,5024,0.694517
0,4,56,9,14429,10668,0.864041
0,4,56,10,6882,3300,0.886003
0,4,56,11,6767,4052,0.856143
0,4,56,12,17294,5392,0.844993
0,4,56,13,2831,2828,0.803908
0,4,56,14,10857,7172,0.857437
0,4,56,15,2241,2292,0.823795
0,4,56,16,12322,9694,0.774856
0,4,56,17,6011,5996,0.872611
0,4,56,19,1101,904,0.598165
0,4,56,20,4309,4452,0.855004
0,4,56,21,3484,736,0.810697
0,4,56,22,1474,948,0.812800
0,4,56,23,2071,1184,0.868003
0,4,56,24,2262,2080,0.853485
0,4,56,25,14043,9564,0.806579
0,4,56,26,1828,1164,0.862129
0,4,56,28,508,516,0.871624
0,4,56,29,730,604,0.791710
0,4,56,30,657,684,0.869489
0,4,56,31,1246,936,0.850909
0,4,56,33,667,688,0.665591
0,4,56,34,990,840,0.844227
0,4,56,36,974,900,0.858539
0,4,56,37,948,728,0.803474
0,4,56,41,3046,1704,0.827813
0,4,56,42,988,876,0.669261
0,4,56,43,664,436,0.856862
0,4,60,1,5567,5776,0.851121
0,4,60,2,3075,2972,0.829986
0,4,60,3,3602,3108,0.670578
0,4,60,4,5045,3480,0.858565
0,4,60,5,2289,1928,0.888875
0,4,60,6,16542,6848,0.707644
0,4,60,7,2407,1696,0.870171
0,4,60,8,6519,4248,0.854467
0,4,60,9,14025,10680,0.851636
0,4,60,10,6318,2904,0.861117
0,4,60,11,6796,4120,0.858133
0,4,60,12,16847,5460,0.855382
0,4,60,13,2637,2672,0.827549
0,4,60,14,10325,6896,0.828373
0,4,60,15,2078,2180,0.826514
0,4,60,16,12322,9848,0.762310
0,4,60,17,5418,5278,0.843858
0,4,60,20,3677,3816,0.850757
0,4,60,21,2487,552,0.550271
0,4,60,22,1382,860,0.846074
0,4,60,23,1995,1206,0.871115
0,4,60,24,2263,2176,0.875997
0,4,60,25,13990,9836,0.802263
0,4,60,26,1935,1336,0.825603
0,4,60,28,468,496,0.832803
0,4,60,29,1114,972,0.843391
0,4,60,30,591,636,0.895792
0,4,60,31,969,720,0.867665
0,4,60,34,970,856,0.863992
0,4,60,36,774,736,0.852050
0,4,60,37,833,652,0.804909
0,4,60,41,2921,1672,0.827594
0,4,60,42,802,652,0.533174
0,4,60,43,765,532,0.837508
0,4,60,44,401,440,0.881185
0,4,64,1,5724,5696,0.854890
0,4,64,2,3111,2956,0.823479
0,4,64,3,3692,3000,0.788784
0,4,64,4,5412,3152,0.861891
0,4,64,5,2552,2072,0.886888
0,4,64,6,17253,6688,0.724960
0,4,64,7,2571,1764,0.864693
0,4,64,8,8947,5092,0.774020
0,4,64,9,13760,9604,0.851274
0,4,64,10,7205,3032,0.875268
0,4,64,11,7282,4036,0.871791
0,4,64,12,17610,5344,0.850173
0,4,64,13,2661,2580,0.834497
0,4,64,14,11280,7128,0.850119
0,4,64,15,2097,2112,0.854739
0,4,64,16,12610,9300,0.736228
0,4,64,17,5583,4880,0.843930
0,4,64,20,4046,4060,0.859457
0,4,64,22,1424,864,0.827827
0,4,64,23,2339,1340,0.839756
0,4,64,24,2250,1976,0.851722
0,4,64,25,14730,9768,0.810583
0,4,64,26,2302,1548,0.801513
0,4,64,28,436,448,0.848919
0,4,64,29,1026,840,0.887237
0,4,64,30,636,648,0.874293
0,4,64,31,870,624,0.861407
0,4,64,33,1236,1196,0.667474
0,4,64,34,1310,1120,0.874257
0,4,64,36,986,892,0.851866
0,4,64,37,1551,1120,0.648237
0,4,64,41,3729,1852,0.817118
0,4,64,44,479,508,0.853363
0,4,68,1,5883,5908,0.867407
0,4,68,2,2998,2844,0.809385
0,4,68,3,4939,4020,0.700662
0,4,68,4,5886,3244,0.857352
0,4,68,5,2654,2168,0.862569
0,4,68,6,18059,6860,0.748489
0,4,68,7,2576,1776,0.867629
0,4,68,8,8912,5016,0.770986
0,4,68,9,13683,9520,0.860557
0,4,68,10,7303,2988,0.859588
0,4,68,11,7560,4140,0.860214
0,4,68,12,17321,5176,0.869973
0,4,68,13,2873,2796,0.844300
0,4,68,14,10813,6792,0.824423
0,4,68,15,1841,1840,0.877156
0,4,68,16,10312,7168,0.846525
0,4,68,17,6454,5542,0.649571
0,4,68,18,2890,2292,0.867211
0,4,68,20,4391,4508,0.822034
0,4,68,22,1714,1064,0.821838
0,4,68,23,2379,1386,0.881595
0,4,68,24,2172,1812,0.850483
0,4,68,25,14395,9388,0.816547
0,4,68,26,2128,1524,0.797173
0,4,68,28,445,480,0.784166
0,4,68,29,1090,896,0.865309
0,4,68,31,894,648,0.869359
0,4,68,33,1141,1128,0.717166
0,4,68,34,1564,1320,0.861336
0,4,68,36,1140,1024,0.864057
0,4,68,37,1914,1296,0.761445
0,4,68,41,3486,1656,0.863228
0,4,68,44,470,512,0.883403
0,4,72,1,5950,6076,0.848178
0,4,72,2,3600,3500,0.780879
0,4,72,3,4951,3992,0.687501
0,4,72,4,5863,3088,0.863675
0,4,72,5,3695,2892,0.721020
0,4,72,6,17448,6684,0.762697
0,4,72,7,2578,1796,0.872501
0,4,72,8,8300,4652,0.782331
0,4,72,9,13748,9696,0.848953
0,4,72,10,7211,2908,0.865612
0,4,72,11,7579,4072,0.857694
0,4,72,12,16866,5100,0.852923
0,4,72,13,2613,2548,0.859524
0,4,72,14,6827,4076,0.671322
0,4,72,15,1871,1908,0.847208
0,4,72,16,12719,8916,0.726478
0,4,72,17,5755,4852,0.839829
0,4,72,20,4530,4736,0.855823
0,4,72,22,1481,916,0.862060
0,4,72,23,2092,1250,0.851942
0,4,72,24,2221,1736,0.803412
0,4,72,25,14469,9364,0.812907
0,4,72,26,2197,1496,0.812413
0,4,72,28,538,604,0.829396
0,4,72,29,1069,880,0.886464
0,4,72,30,737,656,0.840361
0,4,72,31,1017,752,0.883399
0,4,72,33,910,916,0.754042
0,4,72,34,1624,1396,0.852553
0,4,72,36,940,832,0.869277
0,4,72,37,1897,1264,0.717026
0,4,72,41,3915,1872,0.824864
0,5,0,1,6264,7760,0.829548
0,5,0,2,2494,3224,0.862923
0,5,0,3,5456,6588,0.818948
0,5,0,4,3600,4432,0.695751
0,5,0,5,1824,2300,0.861120
0,5,0,6,1249,1528,0.843107
0,5,0,7,1253,1328,0.861555
0,5,0,8,1880,1864,0.868684
0,5,0,9,1790,2196,0.848239
0,5,0,10,2118,2660,0.873716
0,5,0,11,920,1224,0.866598
0,5,0,12,3110,3772,0.857788
0,5,0,13,1540,1964,0.874730
0,5,0,14,1821,2432,0.872232
0,5,0,15,9749,12028,0.821528
0,5,0,16,1642,2216,0.863494
0,5,0,17,5075,5880,0.842326
0,5,0,18,2622,3556,0.759782
0,5,0,19,2503,3164,0.833767
0,5,0,20,4421,6064,0.667735
0,5,0,21,1144,1560,0.866807
0,5,0,22,2226,3140,0.879565
0,5,0,23,735,840,0.855880
0,5,0,24,379,496,0.887359
0,5,0,25,1323,1140,0.874478
0,5,0,26,597,816,0.837782
0,5,0,27,563,712,0.885682
0,5,0,28,1496,516,0.858483
0,5,0,29,656,580,0.819212
0,5,0,30,711,884,0.892886
0,5,0,31,403,472,0.877175
0,5,0,32,806,920,0.847500
0,5,0,33,1049,1364,0.882911
0,5,0,34,721,720,0.870956
0,5,0,35,413,548,0.871561
0,5,0,36,795,1040,0.816328
0,5,0,37,599,724,0.871436
0,5,0,38,824,1104,0.871753
0,5,0,39,523,692,0.893348
0,5,0,40,1155,1592,0.779913
0,5,4,1,6225,6516,0.846466
0,5,4,2,2599,3132,0.848133
0,5,4,3,5833,6216,0.852213
0,5,4,4,3930,4300,0.839761
0,5,4,5,1961,2176,0.865712
0,5,4,6,1222,1364,0.869757
0,5,4,7,1810,2060,0.864165
0,5,4,8,2159,1944,0.858722
0,5,4,9,2291,2672,0.852635
0,5,4,10,2638,3160,0.845308
0,5,4,11,576,756,0.876414
0,5,4,12,3160,3708,0.864344
0,5,4,13,1526,1864,0.870731
0,5,4,14,1603,2066,0.870096
0,5,4,15,11745,13300,0.827339
0,5,4,16,735,956,0.863922
0,5,4,17,6108,5956,0.858392
0,5,4,18,2940,3644,0.861978
0,5,4,19,2900,3476,0.836055
0,5,4,20,5296,6744,0.675336
0,5,4,21,1255,1672,0.854678
0,5,4,23,882,948,0.876988
0,5,4,24,408,512,0.856716
0,5,4,25,1586,1224,0.868069
0,5,4,27,405,476,0.861265
0,5,4,28,1513,454,0.903969
0,5,4,29,1246,1048,0.851967
0,5,4,30,666,796,0.876997
0,5,4,31,552,620,0.868540
0,5,4,32,821,748,0.836728
0,5,4,33,679,864,0.860849
0,5,4,34,448,420,0.922786
0,5,4,36,1828,2188,0.831050
0,5,4,37,580,708,0.843692
0,5,4,38,695,924,0.831919
0,5,4,39,695,888,0.856848
0,5,4,40,1724,2328,0.849141
0,5,4,41,982,848,0.840636
0,5,4,42,1679,428,0.848965
0,5,4,43,8875,4276,0.850449
0,5,8,1,8112,8296,0.847015
0,5,8,2,2562,2948,0.832658
0,5,8,3,5980,6060,0.836786
0,5,8,4,4152,4384,0.861122
0,5,8,5,1967,2084,0.851672
0,5,8,6,1868,2036,0.845175
0,5,8,7,747,864,0.869263
0,5,8,8,2772,2600,0.827266
0,5,8,9,2259,2588,0.866662
0,5,8,10,2955,3420,0.861132
0,5,8,11,869,1108,0.884173
0,5,8,12,2452,2676,0.864652
0,5,8,13,1622,1892,0.875184
0,5,8,14,1664,2102,0.848263
0,5,8,15,13268,14158,0.819742
0,5,8,16,1656,2164,0.879033
0,5,8,17,10103,9892,0.678515
0,5,8,19,3368,3944,0.842783
0,5,8,20,6269,6964,0.681631
0,5,8,21,1457,1920,0.872930
0,5,8,23,931,984,0.885152
0,5,8,25,1426,1028,0.863020
0,5,8,27,541,616,0.862220
0,5,8,28,1530,440,0.872618
0,5,8,29,892,728,0.824246
0,5,8,30,1128,1344,0.879890
0,5,8,31,456,512,0.873780
0,5,8,32,774,860,0.879403
0,5,8,33,1098,1392,0.861470
0,5,8,34,986,956,0.898102
0,5,8,35,392,508,0.879945
0,5,8,36,1627,1832,0.838087
0,5,8,37,578,676,0.849817
0,5,8,38,993,1316,0.846365
0,5,8,39,684,852,0.880948
0,5,8,40,1652,2192,0.838172
0,5,8,41,417,420,0.812767
0,5,8,43,944,628,0.664444
0,5,8,44,655,724,0.888242
0,5,8,45,1213,448,0.796402
0,5,12,1,9442,8376,0.843158
0,5,12,2,4838,4548,0.679114
0,5,12,3,7654,7424,0.837550
0,5,12,4,4940,4812,0.867706
0,5,12,5,2603,2560,0.847359
0,5,12,6,1516,1452,0.845462
0,5,12,7,1542,1588,0.887821
0,5,12,8,3536,3148,0.829379
0,5,12,9,2407,2632,0.870829
0,5,12,10,3718,3820,0.752588
0,5,12,11,1265,1548,0.879807
0,5,12,12,3646,3396,0.838404
0,5,12,13,1902,2028,0.883108
0,5,12,14,1541,1792,0.851742
0,5,12,15,15393,14714,0.808327
0,5,12,16,1826,2268,0.870927
0,5,12,17,7838,6012,0.843699
0,5,12,18,4171,4624,0.853814
0,5,12,19,3922,4388,0.839730
0,5,12,20,4605,4568,0.738488
0,5,12,21,1737,2156,0.861724
0,5,12,23,889,872,0.889927
0,5,12,24,519,624,0.861407
0,5,12,27,599,648,0.898927
0,5,12,28,1573,426,0.861076
0,5,12,30,1151,1308,0.874966
0,5,12,31,518,556,0.854689
0,5,12,32,915,1020,0.816269
0,5,12,33,2677,3032,0.696389
0,5,12,35,436,536,0.892357
0,5,12,36,2139,2128,0.801163
0,5,12,38,897,1132,0.856300
0,5,12,39,906,1032,0.852857
0,5,12,40,1587,1948,0.818063
0,5,12,41,730,692,0.761957
0,5,12,43,9806,4548,0.826365
0,5,12,44,919,972,0.815479
0,5,12,46,1313,1472,0.845442
0,5,12,47,853,968,0.765693
0,5,12,48,480,412,0.862913
0,5,16,1,10430,9356,0.839007
0,5,16,2,4710,4452,0.680301
0,5,16,3,8689,8164,0.831587
0,5,16,4,5442,5236,0.863222
0,5,16,5,2945,2780,0.851526
0,5,16,6,1916,1776,0.840031
0,5,16,7,1938,1948,0.884596
0,5,16,8,2843,2452,0.845266
0,5,16,9,2473,2744,0.858680
0,5,16,10,2950,2888,0.849228
0,5,16,11,1433,1772,0.884184
0,5,16,12,4086,3492,0.858584
0,5,16,13,1985,2084,0.868053
0,5,16,14,1764,2046,0.877312
0,5,16,15,16836,16072,0.802706
0,5,16,16,2232,2798,0.862134
0,5,16,17,8535,6324,0.857064
0,5,16,18,4029,4232,0.848641
0,5,16,19,3767,4152,0.859561
0,5,16,20,4273,3944,0.734275
0,5,16,21,1695,2060,0.842764
0,5,16,22,3247,3568,0.865798
0,5,16,23,834,804,0.864394
0,5,16,24,555,668,0.887683
0,5,16,27,544,572,0.874305
0,5,16,28,1629,458,0.860011
0,5,16,30,1020,1144,0.864463
0,5,16,31,507,552,0.848017
0,5,16,33,2740,3060,0.718792
0,5,16,34,1008,920,0.868026
0,5,16,36,2009,1772,0.831532
0,5,16,38,785,988,0.852536
0,5,16,39,1066,1244,0.859156
0,5,16,40,1612,1980,0.861901
0,5,16,41,607,596,0.746243
0,5,16,43,9818,4608,0.830609
0,5,16,44,997,1116,0.847706
0,5,16,46,1490,1664,0.810766
0,5,16,48,579,524,0.878355
0,5,16,49,427,404,0.886384
0,5,16,50,459,544,0.834808
0,5,16,51,380,460,0.868353
0,5,20,1,11788,9772,0.844700
0,5,20,2,6316,5888,0.718641
0,5,20,3,9632,8276,0.825666
0,5,20,4,6576,5828,0.731845
0,5,20,5,3208,2708,0.857675
0,5,20,6,2113,1832,0.831725
0,5,20,7,2564,2460,0.846644
0,5,20,8,1861,1356,0.586691
0,5,20,9,1711,1576,0.884460
0,5,20,10,4410,3944,0.767983
0,5,20,11,1488,1768,0.862738
0,5,20,12,4522,3484,0.851221
0,5,20,13,2222,2200,0.851558
0,5,20,14,1814,1952,0.864421
0,5,20,15,18130,15636,0.803221
0,5,20,16,2353,2810,0.865629
0,5,20,17,11333,8152,0.870830
0,5,20,18,4520,4304,0.856594
