Filename, Manual count, OrganoID count
b_image0000.png, 15, 16
b_image0001.png, 23, 20
b_image0002.png, 22, 20
b_image0003.png, 34, 27
b_image0004.png, 21, 22
b_image0005.png, 11, 13
b_image0006.png, 12, 13
b_image0007.png, 11, 12
b_image0008.png, 8, 9
b_image0009.png, 16, 16
b_image0010.png, 11, 13
b_image0011.png, 12, 12
image0006.png, 62, 48
image0014.png, 22, 25
image0016.png, 63, 51
image0017.png, 17, 19
image0022.png, 33, 26
image0023.png, 100, 71
image0024.png, 14, 16
