Dosage,Replicate,Time,Organoid ID,Fluorescence,Area,Perimeter,Solidity,Eccentricity,Circularity,X,Y
0.000000,1.000000,8.000000,1.000000,1204.000000,1272.000000,146.526912,0.949254,0.435234,0.744496,175.927673,73.525157
0.000000,1.000000,8.000000,2.000000,5562.000000,5376.000000,309.225397,0.969697,0.692290,0.706511,199.537202,478.584821
0.000000,1.000000,8.000000,3.000000,3582.000000,3184.000000,230.254834,0.970732,0.405967,0.754684,268.373744,928.750000
0.000000,1.000000,8.000000,4.000000,5870.000000,5728.000000,329.610173,0.942105,0.294586,0.662539,396.041899,750.148045
0.000000,1.000000,8.000000,5.000000,2627.000000,2860.000000,224.083261,0.959732,0.453748,0.715743,431.306993,821.585315
0.000000,1.000000,8.000000,6.000000,4480.000000,4740.000000,282.225397,0.971511,0.441339,0.747818,543.027426,958.766667
0.000000,1.000000,8.000000,7.000000,5024.000000,5120.000000,299.882251,0.966220,0.649522,0.715448,554.484375,692.515625
0.000000,1.000000,8.000000,8.000000,1419.000000,1496.000000,157.526912,0.959589,0.464763,0.757586,573.617647,533.093583
0.000000,1.000000,8.000000,9.000000,2772.000000,2998.000000,224.911688,0.962749,0.556686,0.744762,795.419613,957.208472
0.000000,1.000000,8.000000,10.000000,2126.000000,2020.000000,183.597980,0.960990,0.260952,0.753053,862.971287,835.858416
0.000000,1.000000,8.000000,12.000000,1895.000000,1996.000000,187.840620,0.952745,0.415383,0.710872,44.648297,223.073146
0.000000,1.000000,8.000000,13.000000,1294.000000,1660.000000,167.112698,0.956221,0.479146,0.746963,120.148193,971.145783
0.000000,1.000000,8.000000,14.000000,1267.000000,1088.000000,130.627417,0.970562,0.586819,0.801254,121.867647,345.845588
0.000000,1.000000,8.000000,15.000000,1034.000000,1124.000000,137.041631,0.946925,0.398913,0.752092,135.624555,42.158363
0.000000,1.000000,8.000000,16.000000,613.000000,724.000000,111.870058,0.934194,0.418823,0.726977,179.372928,833.693370
0.000000,1.000000,8.000000,17.000000,1426.000000,1140.000000,141.355339,0.960404,0.643245,0.716952,291.135088,852.170175
0.000000,1.000000,8.000000,19.000000,1135.000000,952.000000,128.455844,0.934249,0.561656,0.725002,461.584034,385.247899
0.000000,1.000000,8.000000,21.000000,678.000000,728.000000,107.213203,0.959157,0.498313,0.795875,697.379121,200.368132
0.000000,1.000000,8.000000,22.000000,802.000000,444.000000,91.556349,0.891566,0.774605,0.665604,742.995495,292.175676
0.000000,1.000000,8.000000,24.000000,1864.000000,1896.000000,180.183766,0.959029,0.608258,0.733866,818.609705,37.310127
0.000000,1.000000,8.000000,26.000000,796.000000,888.000000,122.698485,0.951768,0.554945,0.741215,948.851351,745.869369
0.000000,1.000000,8.000000,27.000000,3831.000000,4380.000000,270.154329,0.970315,0.353370,0.754154,253.162100,75.334703
0.000000,1.000000,8.000000,28.000000,329.000000,444.000000,86.213203,0.944681,0.417485,0.750663,26.626126,993.725225
0.000000,1.000000,8.000000,29.000000,445.000000,460.000000,91.041631,0.916335,0.533263,0.697409,774.191304,851.273913
0.000000,1.000000,8.000000,30.000000,698.000000,780.000000,113.041631,0.945455,0.303962,0.767057,889.546154,464.828205
0.000000,1.000000,12.000000,1.000000,2114.000000,2184.000000,193.426407,0.954128,0.337085,0.733552,174.705128,75.628205
0.000000,1.000000,12.000000,2.000000,3750.000000,3268.000000,243.568542,0.958639,0.386497,0.692229,199.160955,480.967564
0.000000,1.000000,12.000000,3.000000,4730.000000,4140.000000,273.396970,0.957225,0.499200,0.696022,267.579227,925.696135
0.000000,1.000000,12.000000,4.000000,6712.000000,5944.000000,334.024387,0.944992,0.387645,0.669472,396.579408,749.595559
0.000000,1.000000,12.000000,5.000000,3570.000000,3568.000000,248.325902,0.957338,0.409301,0.727094,430.470852,819.719731
0.000000,1.000000,12.000000,6.000000,5473.000000,5364.000000,307.710678,0.968931,0.443957,0.711891,542.363535,959.160701
0.000000,1.000000,12.000000,7.000000,5552.000000,5312.000000,310.124892,0.956600,0.615127,0.694056,546.237952,695.759036
0.000000,1.000000,12.000000,8.000000,1529.000000,1504.000000,160.769553,0.950095,0.503190,0.731223,575.164894,529.292553
0.000000,1.000000,12.000000,9.000000,3974.000000,4004.000000,258.568542,0.969726,0.508167,0.752580,793.623377,954.998501
0.000000,1.000000,12.000000,10.000000,2939.000000,2496.000000,210.325902,0.956688,0.374662,0.709037,865.250000,836.583333
0.000000,1.000000,12.000000,12.000000,2240.000000,2288.000000,199.083261,0.960537,0.291992,0.725431,48.220280,217.311189
0.000000,1.000000,12.000000,13.000000,1418.000000,1720.000000,168.941125,0.959286,0.347564,0.757299,120.313953,970.053488
0.000000,1.000000,12.000000,14.000000,1463.000000,1164.000000,136.284271,0.968386,0.471254,0.787538,119.709622,343.915808
0.000000,1.000000,12.000000,15.000000,1123.000000,1212.000000,138.041631,0.968051,0.424570,0.799268,128.869637,41.886139
0.000000,1.000000,12.000000,16.000000,858.000000,980.000000,126.041631,0.958904,0.451129,0.775190,175.063265,835.544898
0.000000,1.000000,12.000000,18.000000,795.000000,760.000000,115.870058,0.933661,0.632834,0.711346,413.815789,253.668421
0.000000,1.000000,12.000000,19.000000,986.000000,728.000000,115.627417,0.927389,0.667919,0.684258,460.631868,384.686813
0.000000,1.000000,12.000000,20.000000,599.000000,576.000000,98.798990,0.939641,0.484300,0.741528,485.305556,625.708333
0.000000,1.000000,12.000000,21.000000,648.000000,660.000000,105.041631,0.945559,0.537977,0.751676,700.021212,204.803030
0.000000,1.000000,12.000000,22.000000,1020.000000,504.000000,99.213203,0.926471,0.868486,0.643430,745.261905,292.753968
0.000000,1.000000,12.000000,23.000000,916.000000,928.000000,130.112698,0.945973,0.605972,0.688840,742.577586,801.000000
0.000000,1.000000,12.000000,24.000000,2555.000000,2428.000000,212.740115,0.958169,0.712801,0.674155,814.391269,35.201812
0.000000,1.000000,12.000000,26.000000,1181.000000,1240.000000,144.941125,0.950192,0.434755,0.741734,946.958065,742.893548
0.000000,1.000000,12.000000,29.000000,728.000000,700.000000,105.798990,0.951087,0.466804,0.785859,774.340000,851.242857
0.000000,1.000000,12.000000,30.000000,525.000000,544.000000,92.970563,0.942808,0.238833,0.790893,888.647059,458.764706
0.000000,1.000000,16.000000,1.000000,2176.000000,2256.000000,203.012193,0.932617,0.384414,0.687867,173.184397,76.950355
0.000000,1.000000,16.000000,2.000000,4803.000000,4288.000000,269.639610,0.969040,0.290054,0.741135,186.643657,476.317164
0.000000,1.000000,16.000000,3.000000,5613.000000,4790.000000,289.639610,0.964171,0.217649,0.717512,265.083090,928.682046
0.000000,1.000000,16.000000,4.000000,8207.000000,7496.000000,371.267027,0.957466,0.360387,0.683387,396.043223,748.056030
0.000000,1.000000,16.000000,5.000000,4282.000000,4276.000000,275.568542,0.960899,0.450526,0.707601,431.801216,820.861085
0.000000,1.000000,16.000000,6.000000,5975.000000,5864.000000,311.882251,0.975383,0.337799,0.757570,541.952933,960.692360
0.000000,1.000000,16.000000,7.000000,4011.000000,3760.000000,260.811183,0.950455,0.551307,0.694617,547.393617,704.636170
0.000000,1.000000,16.000000,8.000000,2215.000000,2252.000000,193.840620,0.963216,0.373510,0.753162,576.416519,526.421847
0.000000,1.000000,16.000000,9.000000,4065.000000,4102.000000,264.225397,0.966313,0.458973,0.738340,791.668454,955.966602
0.000000,1.000000,16.000000,10.000000,2985.000000,2472.000000,206.669048,0.958511,0.390681,0.727290,866.399676,832.444984
0.000000,1.000000,16.000000,12.000000,2185.000000,2272.000000,231.325902,0.881988,0.429392,0.533543,57.492958,221.542254
0.000000,1.000000,16.000000,13.000000,1134.000000,1324.000000,147.112698,0.958726,0.343831,0.768772,120.258308,970.699396
0.000000,1.000000,16.000000,14.000000,1439.000000,1152.000000,136.284271,0.964017,0.436891,0.779419,120.312500,344.743056
0.000000,1.000000,16.000000,15.000000,1152.000000,1264.000000,148.870058,0.946108,0.474663,0.716708,128.835443,46.696203
0.000000,1.000000,16.000000,16.000000,850.000000,984.000000,127.870058,0.945245,0.493121,0.756253,172.808943,837.353659
0.000000,1.000000,16.000000,17.000000,2268.000000,1828.000000,175.769553,0.964644,0.431573,0.743530,284.423414,859.506565
0.000000,1.000000,16.000000,18.000000,866.000000,836.000000,120.870058,0.945701,0.723869,0.719082,413.949761,257.083732
0.000000,1.000000,16.000000,19.000000,1091.000000,860.000000,121.041631,0.940919,0.640415,0.737630,460.039535,386.137209
0.000000,1.000000,16.000000,20.000000,745.000000,724.000000,104.970563,0.964048,0.332180,0.825683,491.334254,625.538674
0.000000,1.000000,16.000000,21.000000,796.000000,812.000000,114.041631,0.963227,0.471935,0.784583,689.706897,201.514778
0.000000,1.000000,16.000000,22.000000,1036.000000,484.000000,97.627417,0.913208,0.830106,0.638134,746.061983,292.648760
0.000000,1.000000,16.000000,23.000000,929.000000,964.000000,130.698485,0.928709,0.492071,0.709163,743.458506,796.342324
0.000000,1.000000,16.000000,24.000000,2624.000000,2504.000000,215.325902,0.956821,0.635438,0.678659,814.458466,36.135783
0.000000,1.000000,16.000000,26.000000,1931.000000,2080.000000,198.497475,0.947177,0.540431,0.663381,946.353846,747.315385
0.000000,1.000000,16.000000,28.000000,405.000000,528.000000,97.041631,0.923077,0.631948,0.704576,28.166667,991.636364
0.000000,1.000000,16.000000,29.000000,677.000000,666.000000,107.627417,0.926287,0.444453,0.722501,773.021021,850.842342
0.000000,1.000000,16.000000,30.000000,625.000000,648.000000,108.455844,0.919149,0.470873,0.692275,885.611111,467.734568
0.000000,1.000000,20.000000,1.000000,2176.000000,2140.000000,194.183766,0.946065,0.368269,0.713178,173.572897,76.283178
0.000000,1.000000,20.000000,2.000000,7903.000000,6976.000000,349.438600,0.969023,0.432349,0.717918,182.559633,469.216743
0.000000,1.000000,20.000000,3.000000,5805.000000,4734.000000,289.260931,0.963370,0.270384,0.710982,266.654837,928.366498
0.000000,1.000000,20.000000,4.000000,8573.000000,7156.000000,353.438600,0.968598,0.166385,0.719867,398.231135,744.447457
0.000000,1.000000,20.000000,5.000000,5138.000000,4752.000000,288.639610,0.960194,0.494450,0.716761,430.265993,822.523569
0.000000,1.000000,20.000000,6.000000,6516.000000,5884.000000,322.195959,0.969357,0.399326,0.712266,541.699864,959.391910
0.000000,1.000000,20.000000,7.000000,4905.000000,4356.000000,279.053824,0.963930,0.558979,0.702946,545.308999,709.778237
0.000000,1.000000,20.000000,8.000000,2696.000000,2648.000000,214.325902,0.962209,0.558291,0.724400,575.874622,530.614804
0.000000,1.000000,20.000000,9.000000,4397.000000,4130.000000,264.982756,0.962031,0.491722,0.739137,791.494431,955.487893
0.000000,1.000000,20.000000,10.000000,3439.000000,2644.000000,213.497475,0.959013,0.329281,0.728930,868.890318,835.177761
0.000000,1.000000,20.000000,12.000000,2050.000000,2060.000000,200.183766,0.899563,0.353040,0.645980,62.931068,222.333010
0.000000,1.000000,20.000000,13.000000,1664.000000,1924.000000,179.597980,0.956262,0.300129,0.749570,121.219335,970.599792
0.000000,1.000000,20.000000,14.000000,1626.000000,1224.000000,143.112698,0.951049,0.442611,0.750991,116.643791,344.042484
0.000000,1.000000,20.000000,15.000000,1320.000000,1404.000000,159.526912,0.936000,0.539612,0.693281,132.471510,49.565527
0.000000,1.000000,20.000000,16.000000,1046.000000,1168.000000,138.526912,0.968491,0.569929,0.764864,171.232877,843.746575
0.000000,1.000000,20.000000,17.000000,2416.000000,1716.000000,173.597980,0.953863,0.632643,0.715546,281.252914,852.812354
0.000000,1.000000,20.000000,18.000000,1121.000000,1032.000000,131.112698,0.959108,0.475637,0.754397,413.507752,256.810078
0.000000,1.000000,20.000000,19.000000,1494.000000,1044.000000,135.112698,0.949955,0.691726,0.718651,461.614943,383.365900
0.000000,1.000000,20.000000,20.000000,1058.000000,980.000000,127.870058,0.956098,0.284982,0.753179,489.255102,628.377551
0.000000,1.000000,20.000000,21.000000,957.000000,928.000000,126.112698,0.957688,0.333578,0.733230,687.974138,203.965517
0.000000,1.000000,20.000000,22.000000,1704.000000,836.000000,122.698485,0.933036,0.623879,0.697811,740.055024,291.150718
0.000000,1.000000,20.000000,23.000000,885.000000,872.000000,127.455844,0.930630,0.776196,0.674539,742.188073,791.022936
0.000000,1.000000,20.000000,24.000000,2478.000000,2132.000000,188.183766,0.963834,0.512672,0.756541,813.483114,40.090994
0.000000,1.000000,20.000000,25.000000,509.000000,496.000000,88.384776,0.963107,0.558491,0.797878,934.741935,640.225806
0.000000,1.000000,20.000000,26.000000,1469.000000,1468.000000,162.769553,0.941026,0.473272,0.696289,947.388283,748.178474
0.000000,1.000000,20.000000,28.000000,798.000000,1004.000000,133.112698,0.933086,0.421948,0.712040,24.954183,987.503984
0.000000,1.000000,20.000000,29.000000,825.000000,766.000000,119.284271,0.927361,0.438786,0.676507,772.900783,847.815927
0.000000,1.000000,20.000000,30.000000,680.000000,668.000000,103.798990,0.946176,0.469406,0.779112,883.649701,464.883234
0.000000,1.000000,24.000000,1.000000,1987.000000,1956.000000,185.426407,0.953216,0.430125,0.714884,174.082822,77.097137
0.000000,1.000000,24.000000,2.000000,7774.000000,6980.000000,349.610173,0.967697,0.492409,0.717624,180.073639,472.171060
0.000000,1.000000,24.000000,3.000000,6008.000000,4766.000000,284.811183,0.967912,0.262265,0.738329,266.930340,928.946496
0.000000,1.000000,24.000000,4.000000,8818.000000,7300.000000,351.781746,0.974113,0.360582,0.741287,396.695616,743.762466
0.000000,1.000000,24.000000,5.000000,4421.000000,4020.000000,269.811183,0.960803,0.506748,0.693931,434.270149,825.108955
0.000000,1.000000,24.000000,6.000000,6725.000000,6176.000000,332.610173,0.966208,0.340142,0.701530,540.291451,959.037565
0.000000,1.000000,24.000000,7.000000,5321.000000,4852.000000,285.811183,0.971566,0.555846,0.746401,541.877576,715.138087
0.000000,1.000000,24.000000,8.000000,2906.000000,2928.000000,222.497475,0.966656,0.215044,0.743243,577.139344,528.387978
0.000000,1.000000,24.000000,9.000000,3938.000000,3702.000000,247.740115,0.969618,0.401043,0.757973,791.159373,956.200702
0.000000,1.000000,24.000000,10.000000,3110.000000,2396.000000,202.669048,0.958017,0.353890,0.733030,868.847245,836.369783
0.000000,1.000000,24.000000,12.000000,1760.000000,1748.000000,169.355339,0.960968,0.249387,0.765867,48.907323,208.847826
0.000000,1.000000,24.000000,13.000000,1884.000000,2240.000000,191.597980,0.965101,0.325587,0.766789,117.917857,972.400000
0.000000,1.000000,24.000000,14.000000,1941.000000,1692.000000,170.183766,0.956473,0.265844,0.734132,122.873522,348.556738
0.000000,1.000000,24.000000,15.000000,1387.000000,1520.000000,159.698485,0.951785,0.432045,0.748948,131.389474,51.721053
0.000000,1.000000,24.000000,16.000000,1073.000000,1232.000000,146.698485,0.945510,0.605367,0.719398,172.753247,849.259740
0.000000,1.000000,24.000000,18.000000,870.000000,796.000000,117.870058,0.937574,0.354290,0.719973,413.278894,257.173367
0.000000,1.000000,24.000000,19.000000,1523.000000,1004.000000,133.526912,0.939196,0.550018,0.707630,462.448207,384.117530
0.000000,1.000000,24.000000,20.000000,1168.000000,1128.000000,138.698485,0.947103,0.546510,0.736844,487.365248,631.989362
0.000000,1.000000,24.000000,21.000000,1506.000000,1464.000000,154.526912,0.964427,0.533379,0.770447,685.412568,204.401639
0.000000,1.000000,24.000000,22.000000,1495.000000,720.000000,111.870058,0.938722,0.407002,0.722961,738.477778,288.677778
0.000000,1.000000,24.000000,23.000000,1216.000000,1216.000000,139.698485,0.963550,0.299117,0.782997,742.802632,796.289474
0.000000,1.000000,24.000000,24.000000,3054.000000,2700.000000,217.669048,0.953390,0.557552,0.716111,812.180000,41.960741
0.000000,1.000000,24.000000,25.000000,856.000000,868.000000,120.870058,0.943478,0.488844,0.746607,933.744240,640.177419
0.000000,1.000000,24.000000,26.000000,1450.000000,1476.000000,159.769553,0.952258,0.521453,0.726621,949.085366,750.586721
0.000000,1.000000,24.000000,28.000000,711.000000,892.000000,123.698485,0.943915,0.305165,0.732565,25.674888,989.872197
0.000000,1.000000,24.000000,29.000000,1077.000000,1024.000000,129.698485,0.956116,0.328590,0.764962,772.634766,853.222656
0.000000,1.000000,24.000000,30.000000,1020.000000,1060.000000,134.112698,0.947274,0.288994,0.740587,882.024528,467.458491
0.000000,1.000000,24.000000,31.000000,542.000000,544.000000,102.455844,0.918919,0.605401,0.651231,234.867647,807.941176
0.000000,1.000000,24.000000,32.000000,420.000000,448.000000,84.556349,0.947146,0.487973,0.787400,880.535714,212.464286
0.000000,1.000000,28.000000,1.000000,3962.000000,4044.000000,322.124892,0.850116,0.868664,0.489748,160.262611,69.669139
0.000000,1.000000,28.000000,2.000000,6174.000000,5148.000000,302.296465,0.959553,0.546846,0.707917,178.714452,473.486791
0.000000,1.000000,28.000000,3.000000,5898.000000,3898.000000,261.497475,0.957504,0.364335,0.716336,268.243715,927.271678
0.000000,1.000000,28.000000,4.000000,10133.000000,7820.000000,371.024387,0.968661,0.236932,0.713858,395.957289,742.591049
0.000000,1.000000,28.000000,5.000000,4965.000000,4308.000000,279.296465,0.957121,0.580630,0.693992,433.474002,823.840761
0.000000,1.000000,28.000000,6.000000,7692.000000,6760.000000,345.195959,0.969176,0.407692,0.712894,541.239645,955.666864
0.000000,1.000000,28.000000,7.000000,6089.000000,5348.000000,298.225397,0.976091,0.544397,0.755635,541.636126,719.267390
0.000000,1.000000,28.000000,8.000000,2633.000000,2568.000000,205.840620,0.971256,0.531373,0.761628,575.104361,524.048287
0.000000,1.000000,28.000000,9.000000,4182.000000,3738.000000,249.982756,0.970153,0.372833,0.751673,790.886570,955.974585
0.000000,1.000000,28.000000,10.000000,3308.000000,2344.000000,205.497475,0.950527,0.527712,0.697517,870.469283,837.308874
0.000000,1.000000,28.000000,12.000000,1866.000000,1844.000000,175.597980,0.960917,0.470331,0.751505,47.883948,210.482646
0.000000,1.000000,28.000000,13.000000,2026.000000,2364.000000,195.597980,0.972039,0.453668,0.776477,114.709814,974.537225
0.000000,1.000000,28.000000,14.000000,1877.000000,1568.000000,161.355339,0.959021,0.331535,0.756814,123.408163,344.913265
0.000000,1.000000,28.000000,16.000000,875.000000,960.000000,128.455844,0.952381,0.589415,0.731094,171.750000,847.983333
0.000000,1.000000,28.000000,17.000000,3060.000000,2168.000000,192.840620,0.953386,0.331614,0.732609,296.562731,846.293358
0.000000,1.000000,28.000000,18.000000,1365.000000,1272.000000,146.112698,0.959276,0.382665,0.748723,416.776730,254.915094
0.000000,1.000000,28.000000,19.000000,1706.000000,996.000000,133.941125,0.950382,0.666759,0.697656,463.178715,385.134538
0.000000,1.000000,28.000000,20.000000,1052.000000,960.000000,127.870058,0.954274,0.628692,0.737808,486.533333,636.233333
0.000000,1.000000,28.000000,21.000000,1685.000000,1560.000000,164.183766,0.951800,0.611428,0.727234,685.356410,205.956410
0.000000,1.000000,28.000000,22.000000,1696.000000,656.000000,111.455844,0.920056,0.704617,0.663602,741.548780,289.670732
0.000000,1.000000,28.000000,23.000000,1410.000000,1364.000000,151.941125,0.962597,0.341205,0.742461,741.523460,795.121701
0.000000,1.000000,28.000000,24.000000,2947.000000,2448.000000,200.183766,0.964159,0.416075,0.767651,810.699346,43.418301
0.000000,1.000000,28.000000,25.000000,815.000000,804.000000,119.284271,0.940351,0.556240,0.710067,936.947761,638.569652
0.000000,1.000000,28.000000,26.000000,2085.000000,2080.000000,184.769553,0.963855,0.466581,0.765618,949.357692,751.650000
0.000000,1.000000,28.000000,28.000000,1187.000000,1496.000000,160.355339,0.959589,0.508193,0.731096,28.296791,985.339572
0.000000,1.000000,28.000000,29.000000,990.000000,886.000000,122.870058,0.936575,0.489843,0.737482,774.304740,850.251693
0.000000,1.000000,28.000000,30.000000,1072.000000,1080.000000,132.870058,0.954907,0.382813,0.768740,884.137037,466.366667
0.000000,1.000000,28.000000,32.000000,524.000000,552.000000,95.798990,0.946827,0.659407,0.755835,880.891304,214.253623
0.000000,1.000000,28.000000,33.000000,1034.000000,516.000000,94.798990,0.926391,0.671720,0.721526,1006.484496,77.228682
0.000000,1.000000,32.000000,1.000000,2492.000000,2428.000000,201.254834,0.965792,0.381610,0.753296,174.885502,75.735585
0.000000,1.000000,32.000000,2.000000,6204.000000,5160.000000,300.468037,0.966292,0.426235,0.718229,178.234884,464.875194
0.000000,1.000000,32.000000,3.000000,6255.000000,3938.000000,258.911688,0.968519,0.514898,0.738214,268.964449,926.784408
0.000000,1.000000,32.000000,4.000000,11056.000000,8492.000000,389.059921,0.968632,0.356701,0.704996,396.078427,740.239049
0.000000,1.000000,32.000000,5.000000,5612.000000,4792.000000,293.296465,0.961477,0.332043,0.700024,434.626878,824.924040
0.000000,1.000000,32.000000,6.000000,8587.000000,7236.000000,351.781746,0.970233,0.394388,0.734788,541.396075,955.386678
0.000000,1.000000,32.000000,7.000000,5716.000000,4740.000000,287.225397,0.970317,0.478732,0.722009,542.625738,719.347257
0.000000,1.000000,32.000000,8.000000,2852.000000,2744.000000,210.426407,0.973740,0.402661,0.778742,575.622449,526.505831
0.000000,1.000000,32.000000,9.000000,4386.000000,3808.000000,253.396970,0.969697,0.436771,0.745253,791.663866,953.771008
0.000000,1.000000,32.000000,10.000000,3360.000000,2268.000000,196.840620,0.959797,0.418053,0.735569,870.630511,836.373016
0.000000,1.000000,32.000000,12.000000,1979.000000,1952.000000,182.012193,0.956863,0.423390,0.740438,53.934426,206.000000
