Dosage,Replicate,Time,Organoid ID,Fluorescence,Area,Perimeter,Solidity,Eccentricity,Circularity,X,Y
0.000000,0.000000,32.000000,14.000000,3162.000000,3236.000000,241.154329,0.965682,0.652028,0.699243,860.171199,816.762052
0.000000,0.000000,32.000000,15.000000,7979.000000,5252.000000,347.781746,0.908022,0.857562,0.545659,881.409368,953.599772
0.000000,0.000000,32.000000,16.000000,2578.000000,2276.000000,197.254834,0.961149,0.129851,0.735067,905.023726,210.847979
0.000000,0.000000,32.000000,17.000000,1852.000000,1888.000000,179.012193,0.960814,0.519353,0.740366,43.139831,855.843220
0.000000,0.000000,32.000000,18.000000,1272.000000,1272.000000,146.526912,0.949963,0.437918,0.744496,144.588050,663.959119
0.000000,0.000000,32.000000,19.000000,4309.000000,2340.000000,234.740115,0.871184,0.826931,0.533643,166.742735,746.082906
0.000000,0.000000,32.000000,21.000000,1387.000000,1144.000000,150.183766,0.939245,0.532150,0.637367,207.940559,294.513986
0.000000,0.000000,32.000000,22.000000,890.000000,808.000000,121.870058,0.924485,0.671491,0.683640,314.371287,951.272277
0.000000,0.000000,32.000000,25.000000,3289.000000,2608.000000,222.083261,0.940159,0.510601,0.664486,599.576687,562.171779
0.000000,0.000000,32.000000,26.000000,4932.000000,4172.000000,271.882251,0.965071,0.554174,0.709239,609.540268,168.762704
0.000000,0.000000,32.000000,27.000000,4300.000000,4136.000000,316.124892,0.861846,0.729273,0.520083,662.656673,699.376209
0.000000,0.000000,32.000000,28.000000,1107.000000,892.000000,123.455844,0.942918,0.406314,0.735447,724.082960,659.943946
0.000000,0.000000,32.000000,29.000000,7061.000000,6560.000000,353.509668,0.953211,0.461828,0.659646,725.095427,460.966463
0.000000,0.000000,32.000000,30.000000,3211.000000,2584.000000,211.254834,0.959169,0.444765,0.727594,758.034830,779.170279
0.000000,0.000000,32.000000,31.000000,4105.000000,3284.000000,235.254834,0.971023,0.611305,0.745652,776.737515,997.908039
0.000000,0.000000,32.000000,32.000000,5563.000000,5628.000000,312.539105,0.969175,0.333561,0.724028,825.050107,700.096304
0.000000,0.000000,32.000000,33.000000,1386.000000,1336.000000,187.083261,0.885355,0.804791,0.479674,869.835329,531.661677
0.000000,0.000000,32.000000,35.000000,2161.000000,1560.000000,163.012193,0.960000,0.416199,0.737725,929.192308,438.325641
0.000000,0.000000,32.000000,36.000000,3573.000000,2872.000000,266.811183,0.891095,0.672790,0.506975,940.112813,785.026462
0.000000,0.000000,32.000000,37.000000,946.000000,1084.000000,138.698485,0.928877,0.610167,0.708102,941.570111,344.832103
0.000000,0.000000,32.000000,39.000000,3247.000000,2408.000000,203.254834,0.955935,0.490895,0.732461,200.539867,370.842193
0.000000,0.000000,32.000000,40.000000,1644.000000,1494.000000,173.426407,0.923362,0.512162,0.624209,278.734940,97.161312
0.000000,0.000000,32.000000,46.000000,764.000000,792.000000,113.455844,0.958838,0.453186,0.773181,562.055556,437.944444
0.000000,0.000000,32.000000,47.000000,1399.000000,1356.000000,174.284271,0.929404,0.907389,0.560987,1009.143068,731.727139
0.000000,0.000000,32.000000,49.000000,2589.000000,2436.000000,220.083261,0.933333,0.773397,0.631994,563.660920,661.866174
0.000000,0.000000,32.000000,50.000000,1428.000000,1136.000000,141.355339,0.944306,0.597941,0.714437,918.838028,698.676056
0.000000,0.000000,32.000000,52.000000,1445.000000,1216.000000,140.284271,0.962025,0.460694,0.776471,975.763158,1004.802632
0.000000,0.000000,32.000000,53.000000,493.000000,448.000000,87.213203,0.935282,0.566983,0.740156,412.982143,558.857143
0.000000,0.000000,36.000000,1.000000,16932.000000,14028.000000,550.894444,0.936136,0.783906,0.580856,137.523667,176.912318
0.000000,0.000000,36.000000,2.000000,4382.000000,3292.000000,302.432504,0.843454,0.782459,0.452286,186.507290,962.239976
0.000000,0.000000,36.000000,3.000000,14381.000000,7930.000000,379.994949,0.972052,0.276964,0.690124,238.465826,640.118159
0.000000,0.000000,36.000000,4.000000,20940.000000,8964.000000,400.994949,0.971813,0.421935,0.700542,376.918117,335.351406
0.000000,0.000000,36.000000,5.000000,1276.000000,1084.000000,142.284271,0.926496,0.636006,0.672861,453.404059,489.592251
0.000000,0.000000,36.000000,6.000000,3440.000000,3104.000000,238.982756,0.957729,0.479092,0.682965,512.750000,728.206186
0.000000,0.000000,36.000000,7.000000,2740.000000,2096.000000,186.426407,0.966344,0.372980,0.757855,589.583969,888.377863
0.000000,0.000000,36.000000,8.000000,5004.000000,5020.000000,407.338095,0.789432,0.857266,0.380192,735.511155,906.414741
0.000000,0.000000,36.000000,9.000000,2523.000000,2642.000000,251.811183,0.890462,0.861612,0.523592,762.859198,579.275170
0.000000,0.000000,36.000000,10.000000,4735.000000,4368.000000,281.846717,0.960633,0.323870,0.690982,776.354853,390.801282
0.000000,0.000000,36.000000,11.000000,6205.000000,5728.000000,308.468037,0.976142,0.366826,0.756471,816.015363,255.372905
0.000000,0.000000,36.000000,12.000000,3190.000000,3426.000000,247.639610,0.956716,0.399318,0.702032,800.394629,916.385581
0.000000,0.000000,36.000000,14.000000,3005.000000,3068.000000,231.669048,0.962661,0.572346,0.718339,858.520860,818.223598
0.000000,0.000000,36.000000,15.000000,8868.000000,6068.000000,451.551299,0.853206,0.858919,0.373974,888.158537,955.177653
0.000000,0.000000,36.000000,16.000000,2516.000000,2164.000000,199.669048,0.950373,0.510096,0.682096,908.666359,216.991682
0.000000,0.000000,36.000000,17.000000,2286.000000,2424.000000,199.012193,0.969212,0.553674,0.769101,47.668317,858.077558
0.000000,0.000000,36.000000,18.000000,943.000000,956.000000,125.041631,0.952191,0.541095,0.768349,145.169456,663.202929
0.000000,0.000000,36.000000,19.000000,5235.000000,3308.000000,256.639610,0.939773,0.764105,0.631143,164.009069,747.704353
0.000000,0.000000,36.000000,21.000000,1152.000000,936.000000,129.112698,0.939759,0.477662,0.705582,209.730769,293.739316
0.000000,0.000000,36.000000,22.000000,1482.000000,1256.000000,150.597980,0.944361,0.534470,0.695923,315.054140,954.945860
0.000000,0.000000,36.000000,25.000000,3551.000000,2916.000000,228.254834,0.958265,0.608031,0.703327,601.118656,564.845679
0.000000,0.000000,36.000000,26.000000,5388.000000,4652.000000,281.811183,0.966348,0.514142,0.736094,609.405417,166.358985
0.000000,0.000000,36.000000,27.000000,5857.000000,5804.000000,344.267027,0.930874,0.625898,0.615384,661.737078,699.233287
0.000000,0.000000,36.000000,28.000000,1277.000000,1028.000000,129.455844,0.951852,0.398100,0.770832,725.445525,661.114786
0.000000,0.000000,36.000000,29.000000,7415.000000,7288.000000,379.438600,0.943797,0.607199,0.636114,706.156422,454.592206
0.000000,0.000000,36.000000,30.000000,3254.000000,2590.000000,213.083261,0.961753,0.548431,0.716821,760.998456,779.455985
0.000000,0.000000,36.000000,31.000000,4189.000000,3472.000000,249.840620,0.967940,0.676070,0.698978,778.187212,998.885945
0.000000,0.000000,36.000000,32.000000,6352.000000,6744.000000,333.053824,0.977250,0.341466,0.764009,824.185647,699.473903
0.000000,0.000000,36.000000,33.000000,1035.000000,976.000000,126.041631,0.949416,0.474628,0.772026,869.049180,534.532787
0.000000,0.000000,36.000000,35.000000,2168.000000,1584.000000,166.597980,0.953642,0.603264,0.717176,929.848485,440.166667
0.000000,0.000000,36.000000,36.000000,5376.000000,4172.000000,279.225397,0.956223,0.639178,0.672426,939.267018,786.494247
0.000000,0.000000,36.000000,37.000000,891.000000,1012.000000,128.455844,0.957427,0.346958,0.770695,940.428854,348.088933
0.000000,0.000000,36.000000,38.000000,658.000000,656.000000,122.698485,0.892517,0.646757,0.547565,47.890244,208.268293
0.000000,0.000000,36.000000,39.000000,2569.000000,1784.000000,175.941125,0.949947,0.531026,0.724219,205.589686,361.948430
0.000000,0.000000,36.000000,45.000000,424.000000,424.000000,86.384776,0.917749,0.325617,0.714005,514.915094,619.481132
0.000000,0.000000,36.000000,46.000000,897.000000,948.000000,124.870058,0.948949,0.383734,0.764014,563.947257,437.867089
0.000000,0.000000,36.000000,47.000000,575.000000,608.000000,112.041631,0.900741,0.827715,0.608632,1011.236842,716.118421
0.000000,0.000000,36.000000,49.000000,2775.000000,2652.000000,224.911688,0.949177,0.743764,0.658809,561.831825,662.035445
0.000000,0.000000,36.000000,50.000000,1991.000000,1696.000000,170.183766,0.954418,0.512804,0.735867,920.466981,697.344340
0.000000,0.000000,36.000000,52.000000,1409.000000,1184.000000,151.112698,0.936709,0.472903,0.651568,973.229730,1005.277027
0.000000,0.000000,36.000000,54.000000,476.000000,476.000000,87.970563,0.938856,0.428965,0.772933,489.197479,21.592437
0.000000,0.000000,36.000000,56.000000,498.000000,400.000000,81.071068,0.977995,0.724914,0.764783,185.240000,984.860000
0.000000,0.000000,36.000000,57.000000,595.000000,660.000000,103.384776,0.940171,0.434089,0.775962,613.184848,344.281818
0.000000,0.000000,36.000000,58.000000,540.000000,508.000000,98.627417,0.923636,0.673841,0.656264,695.767717,567.712598
0.000000,0.000000,36.000000,59.000000,796.000000,748.000000,116.041631,0.925743,0.371496,0.698046,950.350267,848.735294
0.000000,0.000000,40.000000,1.000000,17936.000000,14572.000000,605.279221,0.927031,0.786247,0.499824,138.263382,176.146445
0.000000,0.000000,40.000000,2.000000,5253.000000,3912.000000,264.053824,0.967120,0.651369,0.705056,183.324131,964.389571
0.000000,0.000000,40.000000,3.000000,14570.000000,7642.000000,377.752309,0.964290,0.340623,0.672981,237.726250,638.223633
0.000000,0.000000,40.000000,4.000000,22834.000000,9524.000000,411.823376,0.975720,0.443272,0.705679,377.253045,334.276564
0.000000,0.000000,40.000000,5.000000,1997.000000,1696.000000,174.597980,0.953345,0.484300,0.699129,458.382075,488.509434
0.000000,0.000000,40.000000,6.000000,3483.000000,3092.000000,227.497475,0.966552,0.550311,0.750751,510.961837,733.356404
0.000000,0.000000,40.000000,7.000000,2853.000000,2120.000000,189.840620,0.958409,0.245684,0.739209,592.745283,890.167925
0.000000,0.000000,40.000000,8.000000,5103.000000,5198.000000,315.432504,0.942350,0.541031,0.656498,729.764140,912.769334
0.000000,0.000000,40.000000,9.000000,3813.000000,4048.000000,286.053824,0.940302,0.839343,0.621663,761.092885,581.339921
0.000000,0.000000,40.000000,11.000000,7208.000000,6780.000000,354.539105,0.964713,0.142790,0.677815,816.883481,258.412684
0.000000,0.000000,40.000000,12.000000,3904.000000,4140.000000,323.124892,0.908094,0.616281,0.498275,800.726087,915.199517
0.000000,0.000000,40.000000,14.000000,3283.000000,3420.000000,249.396970,0.956643,0.544556,0.690961,862.205263,817.681287
0.000000,0.000000,40.000000,15.000000,9095.000000,6236.000000,430.308658,0.879177,0.877566,0.423210,892.547466,956.312700
0.000000,0.000000,40.000000,16.000000,2588.000000,2240.000000,196.254834,0.956447,0.527384,0.730831,906.457143,219.035714
0.000000,0.000000,40.000000,17.000000,2397.000000,2544.000000,205.840620,0.963636,0.523343,0.754510,47.254717,857.037736
0.000000,0.000000,40.000000,18.000000,719.000000,692.000000,111.284271,0.933873,0.440369,0.702180,143.494220,670.534682
0.000000,0.000000,40.000000,19.000000,5768.000000,3732.000000,270.811183,0.930209,0.674669,0.639467,159.565380,744.737942
0.000000,0.000000,40.000000,21.000000,953.000000,772.000000,113.627417,0.936893,0.262791,0.751382,204.572539,283.753886
0.000000,0.000000,40.000000,22.000000,1477.000000,1200.000000,141.941125,0.957702,0.386498,0.748470,316.453333,955.093333
0.000000,0.000000,40.000000,25.000000,3522.000000,2812.000000,221.254834,0.961039,0.624312,0.721838,602.197013,563.916785
0.000000,0.000000,40.000000,26.000000,5399.000000,4520.000000,278.225397,0.967052,0.458782,0.733761,608.671681,172.216814
0.000000,0.000000,40.000000,27.000000,6582.000000,6424.000000,352.681241,0.945540,0.522281,0.649009,663.090286,701.696762
0.000000,0.000000,40.000000,28.000000,1524.000000,1164.000000,139.284271,0.944039,0.340757,0.753978,725.596220,660.321306
0.000000,0.000000,40.000000,29.000000,11784.000000,10690.000000,619.249783,0.808379,0.889236,0.350313,734.059869,429.143218
0.000000,0.000000,40.000000,30.000000,3163.000000,2424.000000,208.325902,0.957346,0.418567,0.701869,759.769802,779.528053
0.000000,0.000000,40.000000,31.000000,4125.000000,3300.000000,243.254834,0.971731,0.732198,0.700811,781.087879,1000.245455
0.000000,0.000000,40.000000,32.000000,7381.000000,7688.000000,359.195959,0.975140,0.297027,0.748791,823.779917,698.424037
0.000000,0.000000,40.000000,33.000000,640.000000,608.000000,115.213203,0.892805,0.690457,0.575584,867.184211,536.578947
0.000000,0.000000,40.000000,35.000000,2184.000000,1536.000000,172.840620,0.937157,0.706702,0.646114,929.973958,445.692708
0.000000,0.000000,40.000000,36.000000,5552.000000,4244.000000,277.811183,0.959096,0.627884,0.691012,939.465127,783.555608
0.000000,0.000000,40.000000,37.000000,1166.000000,1336.000000,149.526912,0.956335,0.497890,0.750892,938.577844,348.961078
0.000000,0.000000,40.000000,38.000000,1100.000000,1052.000000,136.627417,0.921998,0.149975,0.708190,52.363118,205.785171
0.000000,0.000000,40.000000,39.000000,3546.000000,2240.000000,193.426407,0.960961,0.302008,0.752361,207.989286,355.828571
0.000000,0.000000,40.000000,40.000000,1387.000000,1200.000000,175.840620,0.845070,0.852901,0.487700,272.393333,105.933333
0.000000,0.000000,40.000000,42.000000,4269.000000,2020.000000,199.012193,0.919017,0.587944,0.640917,592.141584,823.509901
0.000000,0.000000,40.000000,46.000000,999.000000,1068.000000,132.455844,0.945970,0.274758,0.764960,560.301498,443.646067
0.000000,0.000000,40.000000,49.000000,2537.000000,2356.000000,217.497475,0.937898,0.785789,0.625859,564.202886,658.004244
0.000000,0.000000,40.000000,50.000000,1924.000000,1592.000000,166.769553,0.959036,0.478773,0.719315,923.218593,697.293970
0.000000,0.000000,40.000000,52.000000,1223.000000,948.000000,125.455844,0.945165,0.411699,0.756896,976.812236,1007.065401
0.000000,0.000000,40.000000,57.000000,1017.000000,1084.000000,138.112698,0.939341,0.626343,0.714121,612.474170,343.702952
0.000000,0.000000,40.000000,58.000000,647.000000,608.000000,101.455844,0.942636,0.482484,0.742266,695.671053,567.131579
0.000000,0.000000,40.000000,60.000000,1009.000000,716.000000,156.526912,0.756871,0.846310,0.367236,382.807263,616.477654
0.000000,0.000000,40.000000,61.000000,482.000000,412.000000,95.798990,0.842536,0.557397,0.564138,489.033981,626.208738
0.000000,0.000000,44.000000,1.000000,17797.000000,14256.000000,598.936075,0.918438,0.813187,0.499398,139.565095,176.457351
0.000000,0.000000,44.000000,2.000000,5725.000000,4264.000000,280.124892,0.963398,0.645815,0.682847,181.312383,967.087242
0.000000,0.000000,44.000000,3.000000,12614.000000,5984.000000,338.610173,0.958053,0.449161,0.655845,238.824866,637.089572
0.000000,0.000000,44.000000,4.000000,23098.000000,9500.000000,405.338095,0.976864,0.488520,0.726605,378.239368,333.422105
0.000000,0.000000,44.000000,6.000000,2798.000000,2200.000000,194.012193,0.955691,0.487807,0.734471,510.972727,732.594545
0.000000,0.000000,44.000000,7.000000,3029.000000,2264.000000,196.426407,0.960136,0.356096,0.737372,594.157244,891.602473
0.000000,0.000000,44.000000,8.000000,4345.000000,4290.000000,309.089358,0.934233,0.769761,0.564286,729.720280,911.811888
0.000000,0.000000,44.000000,9.000000,2990.000000,3084.000000,287.468037,0.878382,0.738759,0.468970,759.951362,575.236706
0.000000,0.000000,44.000000,10.000000,4770.000000,4186.000000,273.468037,0.960092,0.496700,0.703390,775.888199,391.035117
0.000000,0.000000,44.000000,11.000000,6861.000000,6268.000000,330.195959,0.968180,0.315816,0.722429,816.049458,256.553606
0.000000,0.000000,44.000000,12.000000,3331.000000,3538.000000,331.267027,0.860199,0.279027,0.405146,799.639910,910.348502
0.000000,0.000000,44.000000,13.000000,3796.000000,2380.000000,215.568542,0.933699,0.289535,0.643600,854.308403,977.195798
0.000000,0.000000,44.000000,14.000000,3353.000000,3484.000000,246.811183,0.965364,0.527931,0.718718,861.103904,817.994834
0.000000,0.000000,44.000000,15.000000,7180.000000,5076.000000,314.574639,0.946662,0.542231,0.644591,911.467691,945.866430
0.000000,0.000000,44.000000,16.000000,2929.000000,2620.000000,206.426407,0.971090,0.422857,0.772646,907.724427,219.925954
0.000000,0.000000,44.000000,17.000000,1906.000000,1932.000000,177.355339,0.962631,0.416691,0.771842,46.541408,853.667702
0.000000,0.000000,44.000000,19.000000,4005.000000,2660.000000,212.840620,0.962722,0.485820,0.737874,149.257895,738.653383
0.000000,0.000000,44.000000,21.000000,470.000000,404.000000,93.627417,0.863248,0.779109,0.579142,211.985149,269.727723
0.000000,0.000000,44.000000,22.000000,769.000000,676.000000,106.798990,0.941504,0.667623,0.744770,316.056213,955.446746
0.000000,0.000000,44.000000,25.000000,3845.000000,3144.000000,239.740115,0.954463,0.613266,0.687402,602.036896,562.782443
0.000000,0.000000,44.000000,26.000000,5363.000000,4168.000000,266.982756,0.963699,0.284961,0.734803,605.002879,173.116123
0.000000,0.000000,44.000000,27.000000,7354.000000,7172.000000,379.651804,0.937639,0.517569,0.625287,662.619911,702.563581
0.000000,0.000000,44.000000,28.000000,1194.000000,784.000000,116.455844,0.938922,0.309619,0.726446,727.448980,659.183673
0.000000,0.000000,44.000000,29.000000,8189.000000,7468.000000,365.781746,0.958050,0.367661,0.701407,708.802625,452.210766
0.000000,0.000000,44.000000,30.000000,3603.000000,2804.000000,219.740115,0.965232,0.424473,0.729742,759.721113,779.144793
0.000000,0.000000,44.000000,31.000000,3838.000000,2840.000000,224.426407,0.970608,0.739830,0.708566,782.079577,1001.819718
0.000000,0.000000,44.000000,32.000000,7610.000000,7912.000000,371.267027,0.972110,0.152608,0.721312,821.765925,697.644590
0.000000,0.000000,44.000000,33.000000,483.000000,476.000000,110.455844,0.863884,0.534083,0.490275,862.819328,533.642857
0.000000,0.000000,44.000000,34.000000,605.000000,556.000000,98.798990,0.932886,0.523022,0.715780,880.485612,612.428058
0.000000,0.000000,44.000000,35.000000,2308.000000,1660.000000,190.840620,0.903647,0.791435,0.572765,930.538554,447.179518
0.000000,0.000000,44.000000,36.000000,5962.000000,4560.000000,300.468037,0.951387,0.694653,0.634714,934.938596,787.652632
0.000000,0.000000,44.000000,37.000000,843.000000,904.000000,119.798990,0.955603,0.465041,0.791538,936.190265,350.092920
0.000000,0.000000,44.000000,38.000000,1471.000000,1364.000000,153.698485,0.945908,0.563982,0.725580,58.153959,202.670088
0.000000,0.000000,44.000000,39.000000,2903.000000,1824.000000,176.941125,0.949011,0.656081,0.732111,203.004386,360.153509
0.000000,0.000000,44.000000,42.000000,4982.000000,2316.000000,210.840620,0.936893,0.621167,0.654696,594.729706,824.247841
0.000000,0.000000,44.000000,46.000000,982.000000,1040.000000,129.455844,0.955882,0.402437,0.779830,558.500000,445.546154
0.000000,0.000000,44.000000,49.000000,2657.000000,2448.000000,211.083261,0.956250,0.596933,0.690421,559.640523,658.993464
0.000000,0.000000,44.000000,50.000000,2261.000000,1672.000000,168.183766,0.963689,0.629924,0.742810,922.227273,699.614833
0.000000,0.000000,44.000000,52.000000,1663.000000,1456.000000,161.526912,0.961056,0.724453,0.701264,969.604396,1007.219780
0.000000,0.000000,44.000000,53.000000,583.000000,528.000000,96.798990,0.921466,0.515321,0.708112,417.196970,566.121212
0.000000,0.000000,44.000000,57.000000,939.000000,1020.000000,134.112698,0.944444,0.588086,0.712640,607.468627,345.143137
0.000000,0.000000,44.000000,58.000000,724.000000,692.000000,111.870058,0.940217,0.642524,0.694845,695.789017,570.014451
0.000000,0.000000,44.000000,62.000000,930.000000,892.000000,127.899495,0.957082,0.895271,0.685231,579.661435,36.213004
0.000000,0.000000,44.000000,63.000000,494.000000,488.000000,90.798990,0.954990,0.630461,0.743820,1001.319672,755.090164
0.000000,0.000000,48.000000,1.000000,12412.000000,10192.000000,414.024387,0.974006,0.336206,0.747167,133.676609,154.191523
0.000000,0.000000,48.000000,2.000000,4918.000000,3104.000000,239.568542,0.950398,0.385690,0.679629,183.577320,971.237113
0.000000,0.000000,48.000000,3.000000,13398.000000,5574.000000,314.953319,0.966701,0.476122,0.706130,238.907069,639.355400
0.000000,0.000000,48.000000,4.000000,24376.000000,10504.000000,424.166522,0.977116,0.463123,0.733655,379.538081,334.590632
0.000000,0.000000,48.000000,6.000000,3161.000000,2544.000000,215.325902,0.952096,0.467089,0.689500,510.990566,737.301887
0.000000,0.000000,48.000000,7.000000,3402.000000,2372.000000,199.183766,0.957997,0.391917,0.751306,592.690556,892.135750
0.000000,0.000000,48.000000,8.000000,6487.000000,6164.000000,415.923882,0.834326,0.899871,0.447759,740.049968,899.649254
0.000000,0.000000,48.000000,9.000000,5285.000000,5290.000000,426.580736,0.832154,0.856450,0.365311,747.019660,574.396408
0.000000,0.000000,48.000000,10.000000,4545.000000,3742.000000,262.639610,0.954592,0.466080,0.681700,776.842865,392.000802
0.000000,0.000000,48.000000,11.000000,7058.000000,6308.000000,328.367532,0.972406,0.275407,0.735159,817.064363,258.259036
0.000000,0.000000,48.000000,12.000000,3797.000000,3946.000000,265.568542,0.943117,0.568022,0.703094,800.151546,914.317537
0.000000,0.000000,48.000000,13.000000,5575.000000,3172.000000,253.018290,0.920488,0.610764,0.622643,857.602144,974.078815
0.000000,0.000000,48.000000,14.000000,3498.000000,3512.000000,244.568542,0.966960,0.479619,0.737842,861.944191,819.420273
0.000000,0.000000,48.000000,15.000000,5905.000000,4088.000000,277.053824,0.942587,0.337165,0.669256,909.691781,945.548924
0.000000,0.000000,48.000000,16.000000,3249.000000,2996.000000,221.254834,0.972412,0.437123,0.769070,908.379840,220.075434
0.000000,0.000000,48.000000,17.000000,2374.000000,2420.000000,199.012193,0.964528,0.385053,0.767831,46.285124,853.964463
0.000000,0.000000,48.000000,19.000000,3302.000000,1924.000000,185.597980,0.949186,0.406616,0.701889,149.664241,740.832640
0.000000,0.000000,48.000000,22.000000,1230.000000,1104.000000,138.284271,0.943590,0.353835,0.725493,317.615942,953.195652
0.000000,0.000000,48.000000,25.000000,4648.000000,3804.000000,260.639610,0.966463,0.615814,0.703671,600.654574,564.237119
0.000000,0.000000,48.000000,26.000000,5844.000000,4228.000000,272.639610,0.961783,0.297892,0.714771,604.885052,177.550142
0.000000,0.000000,48.000000,27.000000,6829.000000,6312.000000,357.752309,0.949601,0.421031,0.619743,663.317490,704.647022
0.000000,0.000000,48.000000,29.000000,10393.000000,9040.000000,401.095454,0.968295,0.208194,0.706127,710.123894,452.041593
0.000000,0.000000,48.000000,30.000000,4019.000000,2918.000000,227.740115,0.958922,0.342641,0.706995,760.859493,779.476011
0.000000,0.000000,48.000000,32.000000,7810.000000,8008.000000,374.681241,0.971609,0.346614,0.716820,820.423077,697.855644
0.000000,0.000000,48.000000,33.000000,1425.000000,1296.000000,184.325902,0.858847,0.861905,0.479338,876.308642,529.740741
0.000000,0.000000,48.000000,34.000000,933.000000,896.000000,121.041631,0.957265,0.561819,0.768508,879.348214,612.651786
0.000000,0.000000,48.000000,35.000000,1578.000000,800.000000,121.870058,0.944510,0.371958,0.676871,935.000000,454.190000
0.000000,0.000000,48.000000,36.000000,6332.000000,4740.000000,305.053824,0.950090,0.670495,0.640081,934.737975,787.320253
0.000000,0.000000,48.000000,37.000000,864.000000,920.000000,125.455844,0.940695,0.693290,0.734541,935.500000,352.647826
0.000000,0.000000,48.000000,38.000000,1793.000000,1696.000000,177.183766,0.941176,0.501412,0.678872,56.764151,205.320755
0.000000,0.000000,48.000000,39.000000,2325.000000,1368.000000,151.112698,0.954641,0.610985,0.752825,204.330409,353.669591
0.000000,0.000000,48.000000,40.000000,1187.000000,1008.000000,242.740115,0.589819,0.913645,0.214975,278.962302,111.876984
0.000000,0.000000,48.000000,42.000000,4533.000000,2044.000000,196.183766,0.933333,0.701732,0.667367,594.521526,821.282779
0.000000,0.000000,48.000000,46.000000,897.000000,928.000000,121.455844,0.964657,0.449600,0.790535,556.508621,447.017241
0.000000,0.000000,48.000000,49.000000,3130.000000,2816.000000,227.740115,0.954253,0.571998,0.682281,561.409091,660.207386
0.000000,0.000000,48.000000,50.000000,2629.000000,1796.000000,175.597980,0.956846,0.631261,0.731943,924.197105,700.468820
0.000000,0.000000,48.000000,52.000000,2204.000000,1768.000000,175.941125,0.968237,0.683594,0.717724,967.599548,1004.671946
0.000000,0.000000,48.000000,53.000000,608.000000,532.000000,94.627417,0.934974,0.297608,0.746599,419.259398,567.703008
0.000000,0.000000,48.000000,57.000000,1346.000000,1468.000000,155.112698,0.961362,0.526561,0.766728,616.628065,343.589918
0.000000,0.000000,48.000000,59.000000,891.000000,688.000000,108.870058,0.945055,0.659715,0.729426,947.802326,854.453488
0.000000,0.000000,48.000000,63.000000,528.000000,508.000000,91.213203,0.947761,0.237948,0.767288,1000.137795,757.334646
0.000000,0.000000,48.000000,64.000000,418.000000,504.000000,93.970563,0.913043,0.356497,0.717227,933.769841,419.341270
0.000000,0.000000,52.000000,1.000000,12869.000000,10400.000000,496.308658,0.904820,0.535318,0.530566,135.737692,155.715385
0.000000,0.000000,52.000000,2.000000,5722.000000,3268.000000,238.325902,0.962592,0.527332,0.723019,183.293146,969.523256
0.000000,0.000000,52.000000,3.000000,14170.000000,5284.000000,318.610173,0.954997,0.601282,0.654114,239.764194,638.480318
0.000000,0.000000,52.000000,4.000000,25097.000000,10376.000000,425.994949,0.975463,0.455170,0.718507,379.839244,334.341172
0.000000,0.000000,52.000000,5.000000,2142.000000,1636.000000,171.183766,0.944028,0.422397,0.701565,461.152812,489.756724
0.000000,0.000000,52.000000,6.000000,3510.000000,2696.000000,215.497475,0.961141,0.466577,0.729534,511.675074,736.028190
0.000000,0.000000,52.000000,7.000000,3361.000000,2196.000000,188.183766,0.972973,0.290752,0.779252,593.594718,893.035519
0.000000,0.000000,52.000000,8.000000,5531.000000,5154.000000,427.202056,0.803680,0.925624,0.354885,735.932092,899.531432
0.000000,0.000000,52.000000,9.000000,3879.000000,3606.000000,275.396970,0.908312,0.633206,0.597472,758.981143,572.501109
0.000000,0.000000,52.000000,10.000000,5015.000000,4282.000000,278.468037,0.956230,0.519919,0.693914,776.364783,388.548575
0.000000,0.000000,52.000000,11.000000,6582.000000,5552.000000,304.468037,0.973864,0.186662,0.752620,816.390490,258.138329
0.000000,0.000000,52.000000,12.000000,3863.000000,4030.000000,281.124892,0.944236,0.625461,0.640791,799.203474,914.302481
0.000000,0.000000,52.000000,13.000000,5946.000000,3284.000000,256.846717,0.934548,0.542670,0.625554,854.899513,972.595006
0.000000,0.000000,52.000000,14.000000,3464.000000,3328.000000,244.639610,0.966038,0.540426,0.698779,861.117788,819.406250
0.000000,0.000000,52.000000,15.000000,5755.000000,4032.000000,282.053824,0.942496,0.493766,0.636893,909.847222,943.174603
0.000000,0.000000,52.000000,16.000000,3388.000000,3092.000000,227.497475,0.967157,0.375241,0.750751,907.584088,218.771669
0.000000,0.000000,52.000000,17.000000,2283.000000,2292.000000,194.426407,0.967905,0.409679,0.761928,47.414485,852.241710
0.000000,0.000000,52.000000,18.000000,1033.000000,964.000000,128.284271,0.939571,0.577069,0.736106,144.541494,673.122407
0.000000,0.000000,52.000000,19.000000,3732.000000,1940.000000,186.597980,0.937198,0.647447,0.700161,161.411340,749.807216
0.000000,0.000000,52.000000,21.000000,1120.000000,784.000000,123.384776,0.891923,0.814252,0.647147,216.102041,257.397959
0.000000,0.000000,52.000000,22.000000,1226.000000,1076.000000,135.284271,0.954747,0.447075,0.738801,317.611524,953.184015
0.000000,0.000000,52.000000,25.000000,4646.000000,3612.000000,259.468037,0.958344,0.626353,0.674202,599.570875,563.042636
0.000000,0.000000,52.000000,26.000000,5658.000000,4064.000000,269.225397,0.957136,0.536692,0.704582,604.397638,178.578740
0.000000,0.000000,52.000000,27.000000,6619.000000,5984.000000,334.338095,0.964850,0.096979,0.672713,665.207219,707.470588
